source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,1000,01
3,3,NaN,0000,00
4,4,NaN,0001,01
5,5,NaN,0000,00
6,6,NaN,0100,01
7,7,NaN,0100,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,00
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,01
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,00
22,22,NaN,0100,01
23,23,NaN,1100,01
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,10
27,27,NaN,0000,01
28,28,NaN,1000,01
29,29,NaN,0101,00
30,30,NaN,0000,00
31,31,NaN,0000,01
32,32,NaN,0000,01
33,33,NaN,0000,01
34,34,NaN,0000,01
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,1001,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0100,00
45,45,NaN,0000,00
46,46,NaN,1100,00
47,47,NaN,0000,11
48,48,NaN,0000,00
49,49,NaN,0100,11
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0000,00
53,53,NaN,0000,00
54,54,NaN,0000,00
55,55,NaN,0000,00
56,56,NaN,0000,00
57,57,NaN,0000,01
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0000,00
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,0000,00
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,00
68,68,NaN,0000,00
69,69,NaN,0000,00
70,70,NaN,0000,00
71,71,NaN,0000,00
72,72,NaN,1100,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0000,01
77,77,NaN,1110,11
78,78,NaN,1000,00
79,79,NaN,1100,00
80,80,NaN,0000,00
2,59,5,NaN,NaN
20,59,46,NaN,NaN
31,59,166,NaN,NaN
36,59,5,NaN,NaN
42,59,38,NaN,NaN
57,59,24,NaN,NaN
33,44,196,NaN,NaN
44,57,35,NaN,NaN
44,77,237,NaN,NaN
5,45,188,NaN,NaN
45,54,48,NaN,NaN
45,78,33,NaN,NaN
12,60,332,NaN,NaN
32,60,317,NaN,NaN
49,60,121,NaN,NaN
60,67,405,NaN,NaN
23,27,5,NaN,NaN
27,31,434,NaN,NaN
27,33,69,NaN,NaN
27,36,24,NaN,NaN
27,44,29,NaN,NaN
27,63,95,NaN,NaN
27,64,45,NaN,NaN
27,77,58,NaN,NaN
35,72,65,NaN,NaN
68,72,331,NaN,NaN
69,72,469,NaN,NaN
72,78,51,NaN,NaN
2,31,18,NaN,NaN
20,31,318,NaN,NaN
31,33,129,NaN,NaN
31,57,92,NaN,NaN
31,80,41,NaN,NaN
5,64,68,NaN,NaN
33,64,20,NaN,NaN
36,64,29,NaN,NaN
42,64,42,NaN,NaN
44,64,146,NaN,NaN
47,64,195,NaN,NaN
54,64,7,NaN,NaN
55,64,140,NaN,NaN
63,64,10,NaN,NaN
64,70,84,NaN,NaN
64,77,37,NaN,NaN
35,69,125,NaN,NaN
15,48,431,NaN,NaN
5,47,234,NaN,NaN
36,47,51,NaN,NaN
42,47,195,NaN,NaN
47,54,52,NaN,NaN
47,59,76,NaN,NaN
47,77,226,NaN,NaN
42,80,2,NaN,NaN
55,80,19,NaN,NaN
57,80,2,NaN,NaN
59,80,2,NaN,NaN
64,80,6,NaN,NaN
70,80,21,NaN,NaN
44,45,2,NaN,NaN
27,57,94,NaN,NaN
44,72,62,NaN,NaN
31,36,62,NaN,NaN
31,42,197,NaN,NaN
31,70,329,NaN,NaN
31,77,136,NaN,NaN
68,69,29,NaN,NaN
47,55,151,NaN,NaN
9,44,6,NaN,NaN
19,44,87,NaN,NaN
44,54,1,NaN,NaN
44,78,3,NaN,NaN
54,72,34,NaN,NaN
24,31,147,NaN,NaN
31,64,111,NaN,NaN
9,69,63,NaN,NaN
42,70,279,NaN,NaN
44,70,31,NaN,NaN
59,70,303,NaN,NaN
44,47,31,NaN,NaN
31,44,78,NaN,NaN
36,44,180,NaN,NaN
44,80,39,NaN,NaN
20,23,97,NaN,NaN
23,33,326,NaN,NaN
23,36,166,NaN,NaN
23,44,338,NaN,NaN
23,55,562,NaN,NaN
23,63,4,NaN,NaN
23,64,64,NaN,NaN
23,77,312,NaN,NaN
44,63,91,NaN,NaN
23,47,30,NaN,NaN
20,44,133,NaN,NaN
20,27,31,NaN,NaN
24,27,16,NaN,NaN
27,70,513,NaN,NaN
27,80,16,NaN,NaN
1,61,565,NaN,NaN
2,61,79,NaN,NaN
24,61,80,NaN,NaN
57,61,79,NaN,NaN
61,63,80,NaN,NaN
27,59,271,NaN,NaN
31,61,1,NaN,NaN
20,70,98,NaN,NaN
44,49,3,NaN,NaN
19,49,74,NaN,NaN
32,49,397,NaN,NaN
49,67,186,NaN,NaN
