source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,0000,10
3,3,NaN,0000,00
4,4,NaN,0000,00
5,5,NaN,0000,00
6,6,NaN,0000,00
7,7,NaN,0000,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,00
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,00
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,11
22,22,NaN,0000,00
23,23,NaN,1000,11
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,00
27,27,NaN,0000,00
28,28,NaN,0000,00
29,29,NaN,0000,00
30,30,NaN,0000,00
31,31,NaN,0000,00
32,32,NaN,0000,00
33,33,NaN,0000,00
34,34,NaN,0000,00
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0000,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0000,00
45,45,NaN,0000,00
46,46,NaN,1100,00
47,47,NaN,0000,00
48,48,NaN,0000,00
49,49,NaN,0000,00
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0000,00
53,53,NaN,0000,00
54,54,NaN,0000,00
55,55,NaN,0000,01
56,56,NaN,0000,00
57,57,NaN,0000,00
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0000,00
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,0000,00
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,01
68,68,NaN,0000,00
69,69,NaN,0000,00
70,70,NaN,0000,00
71,71,NaN,1100,00
72,72,NaN,0000,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0000,00
76,76,NaN,0000,00
77,77,NaN,0000,00
78,78,NaN,0000,00
79,79,NaN,0000,00
80,80,NaN,0000,00
5,47,96,NaN,NaN
5,68,76,NaN,NaN
22,60,34,NaN,NaN
19,32,99,NaN,NaN
22,32,455,NaN,NaN
32,60,416,NaN,NaN
1,24,90,NaN,NaN
4,24,86,NaN,NaN
24,33,77,NaN,NaN
24,61,105,NaN,NaN
5,46,1,NaN,NaN
15,18,1,NaN,NaN
15,49,3,NaN,NaN
15,68,1,NaN,NaN
15,78,12,NaN,NaN
32,46,253,NaN,NaN
19,26,9,NaN,NaN
26,37,3,NaN,NaN
26,60,6,NaN,NaN
8,47,22,NaN,NaN
21,47,7,NaN,NaN
34,47,101,NaN,NaN
36,47,10,NaN,NaN
42,47,152,NaN,NaN
5,34,25,NaN,NaN
20,24,56,NaN,NaN
24,58,25,NaN,NaN
24,30,23,NaN,NaN
12,32,215,NaN,NaN
24,57,84,NaN,NaN
4,46,266,NaN,NaN
8,27,36,NaN,NaN
21,27,36,NaN,NaN
27,42,33,NaN,NaN
27,70,33,NaN,NaN
27,77,8,NaN,NaN
32,35,434,NaN,NaN
15,48,293,NaN,NaN
18,48,2,NaN,NaN
48,49,17,NaN,NaN
48,78,26,NaN,NaN
32,37,70,NaN,NaN
