source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,0000,11
3,3,NaN,0000,00
4,4,NaN,0001,00
5,5,NaN,0000,01
6,6,NaN,0000,00
7,7,NaN,1100,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,00
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0001,01
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,1100,00
22,22,NaN,1100,00
23,23,NaN,0000,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,00
27,27,NaN,0000,01
28,28,NaN,0000,11
29,29,NaN,0000,00
30,30,NaN,0000,00
31,31,NaN,0000,10
32,32,NaN,0000,00
33,33,NaN,0000,00
34,34,NaN,0000,01
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0100,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0000,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,1100,00
45,45,NaN,0000,11
46,46,NaN,1000,00
47,47,NaN,0000,11
48,48,NaN,0000,00
49,49,NaN,1000,01
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0100,11
53,53,NaN,0000,00
54,54,NaN,0100,00
55,55,NaN,0000,00
56,56,NaN,0000,00
57,57,NaN,0000,00
58,58,NaN,1100,00
59,59,NaN,1100,00
60,60,NaN,0000,00
61,61,NaN,1100,00
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,1110,00
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,00
68,68,NaN,0000,00
69,69,NaN,0000,00
70,70,NaN,0000,00
71,71,NaN,0000,00
72,72,NaN,1100,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,1100,00
76,76,NaN,0000,10
77,77,NaN,0000,00
78,78,NaN,1000,00
79,79,NaN,1100,00
80,80,NaN,0000,00
21,64,58,NaN,NaN
24,64,11,NaN,NaN
33,64,94,NaN,NaN
42,64,202,NaN,NaN
43,64,503,NaN,NaN
44,64,223,NaN,NaN
46,64,35,NaN,NaN
47,64,485,NaN,NaN
63,64,40,NaN,NaN
10,34,1026,NaN,NaN
10,43,944,NaN,NaN
10,45,639,NaN,NaN
10,47,1270,NaN,NaN
16,64,111,NaN,NaN
31,64,94,NaN,NaN
10,69,1228,NaN,NaN
16,21,347,NaN,NaN
20,21,87,NaN,NaN
21,31,498,NaN,NaN
40,72,130,NaN,NaN
22,36,149,NaN,NaN
22,49,95,NaN,NaN
16,31,205,NaN,NaN
16,70,143,NaN,NaN
4,7,153,NaN,NaN
42,47,576,NaN,NaN
43,47,378,NaN,NaN
46,47,82,NaN,NaN
10,72,433,NaN,NaN
64,70,147,NaN,NaN
35,69,173,NaN,NaN
45,69,71,NaN,NaN
20,70,106,NaN,NaN
21,70,785,NaN,NaN
42,70,486,NaN,NaN
59,70,379,NaN,NaN
44,46,7,NaN,NaN
20,31,168,NaN,NaN
31,42,146,NaN,NaN
20,64,25,NaN,NaN
11,21,187,NaN,NaN
35,72,66,NaN,NaN
45,72,17,NaN,NaN
22,60,78,NaN,NaN
11,16,468,NaN,NaN
16,20,118,NaN,NaN
16,42,42,NaN,NaN
34,47,299,NaN,NaN
44,47,26,NaN,NaN
47,59,213,NaN,NaN
10,44,14,NaN,NaN
43,70,6,NaN,NaN
10,42,569,NaN,NaN
21,42,492,NaN,NaN
11,31,22,NaN,NaN
31,70,203,NaN,NaN
21,24,19,NaN,NaN
21,36,277,NaN,NaN
21,57,109,NaN,NaN
21,63,88,NaN,NaN
31,59,76,NaN,NaN
69,72,398,NaN,NaN
21,59,280,NaN,NaN
47,70,25,NaN,NaN
10,46,40,NaN,NaN
9,72,7,NaN,NaN
8,20,10,NaN,NaN
8,21,168,NaN,NaN
8,42,15,NaN,NaN
8,59,20,NaN,NaN
8,47,45,NaN,NaN
16,59,131,NaN,NaN
9,69,101,NaN,NaN
8,16,175,NaN,NaN
8,70,139,NaN,NaN
52,70,26,NaN,NaN
8,52,4,NaN,NaN
21,52,22,NaN,NaN
8,9,1,NaN,NaN
11,36,190,NaN,NaN
36,44,142,NaN,NaN
36,49,154,NaN,NaN
36,63,184,NaN,NaN
16,52,8,NaN,NaN
31,52,29,NaN,NaN
8,31,85,NaN,NaN
43,71,17,NaN,NaN
16,27,233,NaN,NaN
20,27,42,NaN,NaN
21,27,384,NaN,NaN
24,36,82,NaN,NaN
36,46,27,NaN,NaN
36,59,86,NaN,NaN
24,27,31,NaN,NaN
27,63,41,NaN,NaN
27,64,58,NaN,NaN
8,27,82,NaN,NaN
27,59,226,NaN,NaN
21,33,85,NaN,NaN
21,44,59,NaN,NaN
27,70,289,NaN,NaN
27,31,275,NaN,NaN
46,72,6,NaN,NaN
46,69,18,NaN,NaN
24,31,53,NaN,NaN
21,71,56,NaN,NaN
4,71,23,NaN,NaN
10,68,1961,NaN,NaN
68,72,242,NaN,NaN
68,69,58,NaN,NaN
4,36,25,NaN,NaN
24,58,11,NaN,NaN
58,63,20,NaN,NaN
8,71,1,NaN,NaN
16,71,175,NaN,NaN
47,68,143,NaN,NaN
36,52,2,NaN,NaN
27,52,13,NaN,NaN
21,47,101,NaN,NaN
20,47,46,NaN,NaN
36,71,216,NaN,NaN
2,71,232,NaN,NaN
11,71,165,NaN,NaN
52,71,100,NaN,NaN
57,71,169,NaN,NaN
31,44,7,NaN,NaN
8,64,37,NaN,NaN
49,64,3,NaN,NaN
59,64,29,NaN,NaN
64,68,113,NaN,NaN
63,71,34,NaN,NaN
10,64,342,NaN,NaN
34,64,168,NaN,NaN
22,35,90,NaN,NaN
11,22,4,NaN,NaN
33,36,14,NaN,NaN
27,42,170,NaN,NaN
57,58,13,NaN,NaN
35,60,3,NaN,NaN
12,60,3,NaN,NaN
60,65,1,NaN,NaN
10,59,15,NaN,NaN
2,36,4,NaN,NaN
34,70,118,NaN,NaN
49,72,304,NaN,NaN
22,32,68,NaN,NaN
32,35,12,NaN,NaN
32,60,13,NaN,NaN
46,71,338,NaN,NaN
16,46,201,NaN,NaN
21,46,12,NaN,NaN
31,46,4,NaN,NaN
10,49,506,NaN,NaN
44,70,62,NaN,NaN
27,44,39,NaN,NaN
16,44,17,NaN,NaN
2,21,5,NaN,NaN
36,47,84,NaN,NaN
10,54,9,NaN,NaN
4,80,91,NaN,NaN
11,80,102,NaN,NaN
24,80,21,NaN,NaN
36,80,72,NaN,NaN
63,80,103,NaN,NaN
2,16,22,NaN,NaN
2,47,8,NaN,NaN
2,10,2,NaN,NaN
5,43,30,NaN,NaN
43,79,27,NaN,NaN
5,34,38,NaN,NaN
5,47,462,NaN,NaN
5,68,44,NaN,NaN
34,79,38,NaN,NaN
