source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,1100,01
3,3,NaN,0000,00
4,4,NaN,0000,00
5,5,NaN,0000,00
6,6,NaN,0000,00
7,7,NaN,1000,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,00
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0100,01
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0001,00
22,22,NaN,0100,00
23,23,NaN,1100,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0100,11
27,27,NaN,0000,01
28,28,NaN,0000,01
29,29,NaN,0101,00
30,30,NaN,0000,01
31,31,NaN,0000,11
32,32,NaN,0000,00
33,33,NaN,0000,01
34,34,NaN,0000,01
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0000,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0000,00
45,45,NaN,0000,00
46,46,NaN,1100,00
47,47,NaN,0000,11
48,48,NaN,0000,00
49,49,NaN,0000,00
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0000,00
53,53,NaN,0000,00
54,54,NaN,0100,00
55,55,NaN,0100,00
56,56,NaN,0000,00
57,57,NaN,0000,01
58,58,NaN,1100,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0000,00
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,0000,00
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,00
68,68,NaN,0000,00
69,69,NaN,0000,00
70,70,NaN,0000,00
71,71,NaN,0000,00
72,72,NaN,1100,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,1100,11
77,77,NaN,1000,01
78,78,NaN,1100,00
79,79,NaN,0100,00
80,80,NaN,0000,00
1,61,793,NaN,NaN
57,61,221,NaN,NaN
14,20,1,NaN,NaN
20,36,96,NaN,NaN
20,42,61,NaN,NaN
20,59,40,NaN,NaN
11,70,39,NaN,NaN
16,70,95,NaN,NaN
34,70,544,NaN,NaN
36,70,27,NaN,NaN
42,70,293,NaN,NaN
59,70,293,NaN,NaN
63,70,53,NaN,NaN
64,70,176,NaN,NaN
19,49,236,NaN,NaN
44,71,9,NaN,NaN
44,72,96,NaN,NaN
1,4,47,NaN,NaN
4,46,274,NaN,NaN
4,57,222,NaN,NaN
4,80,159,NaN,NaN
14,55,89,NaN,NaN
34,55,687,NaN,NaN
36,55,218,NaN,NaN
42,55,181,NaN,NaN
55,64,191,NaN,NaN
5,44,48,NaN,NaN
5,46,110,NaN,NaN
5,47,729,NaN,NaN
5,54,152,NaN,NaN
5,64,366,NaN,NaN
5,75,336,NaN,NaN
49,62,239,NaN,NaN
60,62,168,NaN,NaN
62,67,253,NaN,NaN
15,72,45,NaN,NaN
9,22,64,NaN,NaN
22,72,193,NaN,NaN
22,79,19,NaN,NaN
35,71,14,NaN,NaN
1,46,94,NaN,NaN
19,46,7,NaN,NaN
46,49,45,NaN,NaN
16,59,9,NaN,NaN
34,59,307,NaN,NaN
36,59,10,NaN,NaN
42,59,12,NaN,NaN
11,21,94,NaN,NaN
16,21,118,NaN,NaN
21,33,39,NaN,NaN
21,63,63,NaN,NaN
21,64,89,NaN,NaN
45,54,33,NaN,NaN
19,72,37,NaN,NaN
54,72,109,NaN,NaN
69,72,612,NaN,NaN
72,79,150,NaN,NaN
20,34,22,NaN,NaN
34,42,350,NaN,NaN
1,2,552,NaN,NaN
2,46,155,NaN,NaN
11,27,54,NaN,NaN
16,27,109,NaN,NaN
20,27,19,NaN,NaN
21,27,343,NaN,NaN
27,42,189,NaN,NaN
27,59,180,NaN,NaN
27,63,75,NaN,NaN
27,70,385,NaN,NaN
1,57,622,NaN,NaN
20,70,67,NaN,NaN
21,70,686,NaN,NaN
19,67,38,NaN,NaN
35,44,8,NaN,NaN
33,55,178,NaN,NaN
5,36,74,NaN,NaN
46,80,44,NaN,NaN
19,22,267,NaN,NaN
42,75,3,NaN,NaN
59,75,5,NaN,NaN
1,21,35,NaN,NaN
21,57,136,NaN,NaN
21,61,27,NaN,NaN
14,72,15,NaN,NaN
72,75,77,NaN,NaN
1,63,794,NaN,NaN
19,54,2,NaN,NaN
56,62,182,NaN,NaN
9,69,44,NaN,NaN
15,75,12,NaN,NaN
19,75,73,NaN,NaN
45,75,91,NaN,NaN
54,75,72,NaN,NaN
9,72,8,NaN,NaN
27,36,6,NaN,NaN
14,19,10,NaN,NaN
52,70,304,NaN,NaN
