source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,0000,11
3,3,NaN,0000,00
4,4,NaN,0001,00
5,5,NaN,0000,00
6,6,NaN,0000,00
7,7,NaN,0000,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,00
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,00
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,00
22,22,NaN,0000,00
23,23,NaN,0000,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,00
27,27,NaN,0000,00
28,28,NaN,0000,00
29,29,NaN,0000,00
30,30,NaN,0000,00
31,31,NaN,0000,00
32,32,NaN,0000,00
33,33,NaN,0000,00
34,34,NaN,0000,00
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0000,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0000,00
45,45,NaN,0000,00
46,46,NaN,1000,00
47,47,NaN,0000,00
48,48,NaN,0000,00
49,49,NaN,0000,00
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0000,00
53,53,NaN,0000,00
54,54,NaN,0000,00
55,55,NaN,0000,00
56,56,NaN,0000,00
57,57,NaN,0100,00
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0000,00
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,0000,00
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,00
68,68,NaN,0000,00
69,69,NaN,0000,00
70,70,NaN,0000,00
71,71,NaN,0000,00
72,72,NaN,0000,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0000,00
76,76,NaN,0000,00
77,77,NaN,0000,00
78,78,NaN,0000,00
79,79,NaN,0000,00
80,80,NaN,0000,00
43,64,10,NaN,NaN
43,68,27,NaN,NaN
9,77,2,NaN,NaN
8,71,2,NaN,NaN
21,71,2,NaN,NaN
30,71,10,NaN,NaN
42,71,10,NaN,NaN
57,71,7,NaN,NaN
71,77,6,NaN,NaN
9,66,108,NaN,NaN
9,68,4,NaN,NaN
9,78,8,NaN,NaN
15,48,267,NaN,NaN
48,62,8,NaN,NaN
48,78,7,NaN,NaN
15,40,2,NaN,NaN
15,62,11,NaN,NaN
15,78,8,NaN,NaN
9,71,2,NaN,NaN
8,21,57,NaN,NaN
8,30,2,NaN,NaN
8,42,67,NaN,NaN
8,57,11,NaN,NaN
8,64,12,NaN,NaN
8,77,3,NaN,NaN
9,19,160,NaN,NaN
18,19,80,NaN,NaN
19,22,151,NaN,NaN
19,36,108,NaN,NaN
19,46,63,NaN,NaN
19,48,20,NaN,NaN
19,66,29,NaN,NaN
19,78,52,NaN,NaN
20,71,10,NaN,NaN
6,15,1,NaN,NaN
15,66,4,NaN,NaN
8,27,35,NaN,NaN
21,27,26,NaN,NaN
27,42,19,NaN,NaN
27,77,9,NaN,NaN
6,9,1,NaN,NaN
6,19,40,NaN,NaN
9,15,5,NaN,NaN
11,18,26,NaN,NaN
15,18,1,NaN,NaN
16,18,24,NaN,NaN
18,22,30,NaN,NaN
18,35,15,NaN,NaN
18,46,97,NaN,NaN
18,60,17,NaN,NaN
4,11,4,NaN,NaN
4,16,10,NaN,NaN
4,52,10,NaN,NaN
11,46,145,NaN,NaN
16,46,147,NaN,NaN
36,46,62,NaN,NaN
19,33,3,NaN,NaN
19,68,4,NaN,NaN
2,46,123,NaN,NaN
21,42,5,NaN,NaN
46,52,55,NaN,NaN
46,71,61,NaN,NaN
8,43,2,NaN,NaN
42,43,11,NaN,NaN
43,51,6,NaN,NaN
18,71,6,NaN,NaN
35,46,64,NaN,NaN
19,67,51,NaN,NaN
18,36,15,NaN,NaN
18,67,6,NaN,NaN
35,60,3,NaN,NaN
60,67,7,NaN,NaN
18,62,4,NaN,NaN
46,61,8,NaN,NaN
48,64,2,NaN,NaN
8,26,1,NaN,NaN
33,43,4,NaN,NaN
33,66,1,NaN,NaN
26,60,11,NaN,NaN
26,62,21,NaN,NaN
26,67,10,NaN,NaN
22,67,12,NaN,NaN
22,46,13,NaN,NaN
47,64,57,NaN,NaN
64,68,34,NaN,NaN
19,35,4,NaN,NaN
9,35,52,NaN,NaN
2,36,2,NaN,NaN
11,36,2,NaN,NaN
20,36,4,NaN,NaN
36,51,2,NaN,NaN
36,71,9,NaN,NaN
2,57,12,NaN,NaN
43,47,17,NaN,NaN
1,57,46,NaN,NaN
52,57,80,NaN,NaN
57,58,94,NaN,NaN
6,22,9,NaN,NaN
22,36,15,NaN,NaN
27,52,1,NaN,NaN
11,43,3,NaN,NaN
43,77,1,NaN,NaN
21,35,4,NaN,NaN
12,60,2,NaN,NaN
22,60,4,NaN,NaN
60,62,4,NaN,NaN
19,60,2,NaN,NaN
27,75,3,NaN,NaN
2,11,3,NaN,NaN
2,16,2,NaN,NaN
2,18,14,NaN,NaN
2,71,10,NaN,NaN
11,71,8,NaN,NaN
16,71,8,NaN,NaN
36,64,8,NaN,NaN
20,77,2,NaN,NaN
30,77,2,NaN,NaN
42,77,2,NaN,NaN
66,77,1,NaN,NaN
31,75,1,NaN,NaN
29,67,6,NaN,NaN
6,33,9,NaN,NaN
20,33,3,NaN,NaN
30,33,3,NaN,NaN
33,58,1,NaN,NaN
29,68,18,NaN,NaN
6,51,21,NaN,NaN
46,51,5,NaN,NaN
51,55,22,NaN,NaN
51,64,10,NaN,NaN
20,51,3,NaN,NaN
29,62,42,NaN,NaN
9,29,26,NaN,NaN
15,29,4,NaN,NaN
29,66,24,NaN,NaN
4,71,3,NaN,NaN
46,64,12,NaN,NaN
19,29,6,NaN,NaN
9,22,5,NaN,NaN
40,43,31,NaN,NaN
29,43,4,NaN,NaN
18,43,19,NaN,NaN
1,71,1,NaN,NaN
43,66,7,NaN,NaN
19,64,2,NaN,NaN
9,40,8,NaN,NaN
9,76,9,NaN,NaN
4,43,2,NaN,NaN
6,43,4,NaN,NaN
16,43,3,NaN,NaN
20,43,3,NaN,NaN
36,43,3,NaN,NaN
43,71,19,NaN,NaN
46,47,6,NaN,NaN
47,51,16,NaN,NaN
47,77,12,NaN,NaN
43,46,29,NaN,NaN
6,47,25,NaN,NaN
42,47,44,NaN,NaN
21,30,4,NaN,NaN
21,77,2,NaN,NaN
47,68,14,NaN,NaN
30,43,1,NaN,NaN
22,51,1,NaN,NaN
64,76,2,NaN,NaN
43,62,4,NaN,NaN
21,76,4,NaN,NaN
4,21,5,NaN,NaN
19,47,1,NaN,NaN
47,76,2,NaN,NaN
51,77,2,NaN,NaN
1,43,16,NaN,NaN
43,61,13,NaN,NaN
