source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,1001,10
3,3,NaN,0000,00
4,4,NaN,0000,00
5,5,NaN,1000,00
6,6,NaN,0000,00
7,7,NaN,0000,01
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,1100,11
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0100,00
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,00
22,22,NaN,0100,10
23,23,NaN,1100,11
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,11
27,27,NaN,0000,01
28,28,NaN,0000,11
29,29,NaN,0000,00
30,30,NaN,1100,00
31,31,NaN,0000,00
32,32,NaN,0000,00
33,33,NaN,0000,00
34,34,NaN,0000,00
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0000,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0100,00
45,45,NaN,0100,10
46,46,NaN,0000,00
47,47,NaN,0000,00
48,48,NaN,1101,01
49,49,NaN,0000,00
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0000,00
53,53,NaN,0000,00
54,54,NaN,0100,00
55,55,NaN,1111,00
56,56,NaN,1110,01
57,57,NaN,0000,00
58,58,NaN,1000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0100,00
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,1000,00
65,65,NaN,0000,00
66,66,NaN,0100,00
67,67,NaN,0000,01
68,68,NaN,0000,00
69,69,NaN,0000,00
70,70,NaN,0100,00
71,71,NaN,0000,00
72,72,NaN,0000,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0100,10
77,77,NaN,0000,00
78,78,NaN,0000,00
79,79,NaN,0000,00
80,80,NaN,0000,00
38,45,63,NaN,NaN
45,68,13,NaN,NaN
24,58,161,NaN,NaN
58,61,10,NaN,NaN
43,46,2,NaN,NaN
18,36,72,NaN,NaN
23,36,40,NaN,NaN
33,36,2,NaN,NaN
8,31,3,NaN,NaN
11,31,7,NaN,NaN
20,31,4,NaN,NaN
31,44,5,NaN,NaN
31,51,2,NaN,NaN
31,52,2,NaN,NaN
15,48,4,NaN,NaN
21,31,6,NaN,NaN
31,57,21,NaN,NaN
31,70,4,NaN,NaN
20,58,38,NaN,NaN
18,35,45,NaN,NaN
20,44,303,NaN,NaN
23,44,208,NaN,NaN
24,44,88,NaN,NaN
33,44,381,NaN,NaN
36,44,135,NaN,NaN
44,57,44,NaN,NaN
44,66,184,NaN,NaN
8,21,64,NaN,NaN
20,33,11,NaN,NaN
23,33,4,NaN,NaN
33,57,2,NaN,NaN
8,70,70,NaN,NaN
44,47,3,NaN,NaN
44,64,136,NaN,NaN
38,44,26,NaN,NaN
19,26,19,NaN,NaN
26,60,18,NaN,NaN
8,44,13,NaN,NaN
44,58,23,NaN,NaN
5,64,1,NaN,NaN
38,47,232,NaN,NaN
47,64,12,NaN,NaN
44,46,25,NaN,NaN
44,61,5,NaN,NaN
11,18,136,NaN,NaN
18,22,204,NaN,NaN
18,60,40,NaN,NaN
18,26,3,NaN,NaN
26,56,1,NaN,NaN
23,55,4,NaN,NaN
38,55,5,NaN,NaN
22,36,41,NaN,NaN
36,71,68,NaN,NaN
44,77,116,NaN,NaN
24,31,11,NaN,NaN
31,58,10,NaN,NaN
31,61,7,NaN,NaN
57,58,104,NaN,NaN
43,44,19,NaN,NaN
4,46,158,NaN,NaN
11,46,218,NaN,NaN
18,46,252,NaN,NaN
22,46,151,NaN,NaN
35,46,95,NaN,NaN
36,46,142,NaN,NaN
46,49,41,NaN,NaN
46,71,197,NaN,NaN
4,7,6,NaN,NaN
7,11,2,NaN,NaN
7,46,5,NaN,NaN
7,57,2,NaN,NaN
7,18,1,NaN,NaN
7,33,1,NaN,NaN
