source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,0000,11
3,3,NaN,0000,00
4,4,NaN,0001,00
5,5,NaN,0000,01
6,6,NaN,0100,01
7,7,NaN,0100,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,11
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,01
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,1100,00
22,22,NaN,1100,00
23,23,NaN,1100,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,00
27,27,NaN,0000,01
28,28,NaN,0000,11
29,29,NaN,0101,00
30,30,NaN,0000,00
31,31,NaN,0000,10
32,32,NaN,0000,00
33,33,NaN,0000,00
34,34,NaN,0000,01
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0100,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0000,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,1100,00
45,45,NaN,0000,11
46,46,NaN,1000,00
47,47,NaN,0000,01
48,48,NaN,0000,00
49,49,NaN,1000,01
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0100,11
53,53,NaN,0000,00
54,54,NaN,0100,00
55,55,NaN,0000,00
56,56,NaN,0000,00
57,57,NaN,0000,00
58,58,NaN,1100,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,1100,00
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,1110,00
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,00
68,68,NaN,0000,00
69,69,NaN,0000,00
70,70,NaN,0000,00
71,71,NaN,0000,00
72,72,NaN,1100,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,1100,00
76,76,NaN,0000,10
77,77,NaN,0000,00
78,78,NaN,1000,00
79,79,NaN,1100,00
80,80,NaN,0000,00
5,10,905,NaN,NaN
8,70,14,NaN,NaN
11,70,75,NaN,NaN
16,70,51,NaN,NaN
20,70,124,NaN,NaN
21,70,898,NaN,NaN
36,70,371,NaN,NaN
63,70,65,NaN,NaN
70,71,42,NaN,NaN
8,58,1,NaN,NaN
11,58,5,NaN,NaN
16,58,7,NaN,NaN
20,58,6,NaN,NaN
21,58,9,NaN,NaN
36,58,6,NaN,NaN
44,58,5,NaN,NaN
58,63,20,NaN,NaN
58,64,3,NaN,NaN
58,70,2,NaN,NaN
1,2,286,NaN,NaN
1,20,38,NaN,NaN
1,61,605,NaN,NaN
5,47,663,NaN,NaN
42,47,629,NaN,NaN
43,47,384,NaN,NaN
10,43,384,NaN,NaN
10,47,257,NaN,NaN
10,68,589,NaN,NaN
35,72,15,NaN,NaN
40,72,142,NaN,NaN
49,72,200,NaN,NaN
59,72,7,NaN,NaN
68,72,152,NaN,NaN
69,72,283,NaN,NaN
72,78,48,NaN,NaN
35,69,128,NaN,NaN
40,69,225,NaN,NaN
49,69,226,NaN,NaN
10,78,172,NaN,NaN
10,72,99,NaN,NaN
8,21,16,NaN,NaN
11,21,152,NaN,NaN
21,42,513,NaN,NaN
21,44,87,NaN,NaN
43,71,13,NaN,NaN
46,71,351,NaN,NaN
47,71,122,NaN,NaN
64,71,39,NaN,NaN
11,16,397,NaN,NaN
16,21,115,NaN,NaN
16,36,129,NaN,NaN
16,44,15,NaN,NaN
16,46,203,NaN,NaN
16,57,17,NaN,NaN
16,63,20,NaN,NaN
10,71,6,NaN,NaN
44,70,103,NaN,NaN
64,70,246,NaN,NaN
1,52,60,NaN,NaN
8,27,3,NaN,NaN
11,27,145,NaN,NaN
16,27,156,NaN,NaN
21,27,484,NaN,NaN
27,42,296,NaN,NaN
27,63,102,NaN,NaN
27,70,408,NaN,NaN
27,79,19,NaN,NaN
10,79,324,NaN,NaN
7,21,47,NaN,NaN
21,57,114,NaN,NaN
21,63,136,NaN,NaN
57,71,115,NaN,NaN
16,42,30,NaN,NaN
42,70,614,NaN,NaN
59,78,2,NaN,NaN
68,78,12,NaN,NaN
47,57,43,NaN,NaN
33,64,52,NaN,NaN
43,64,165,NaN,NaN
44,64,139,NaN,NaN
57,64,40,NaN,NaN
63,64,30,NaN,NaN
27,44,79,NaN,NaN
27,57,125,NaN,NaN
27,64,142,NaN,NaN
10,34,206,NaN,NaN
5,71,99,NaN,NaN
8,16,11,NaN,NaN
10,42,133,NaN,NaN
10,59,3,NaN,NaN
27,33,147,NaN,NaN
63,71,18,NaN,NaN
7,80,45,NaN,NaN
57,70,14,NaN,NaN
36,47,116,NaN,NaN
27,59,247,NaN,NaN
16,20,75,NaN,NaN
16,59,92,NaN,NaN
59,70,515,NaN,NaN
21,59,304,NaN,NaN
42,71,124,NaN,NaN
2,61,33,NaN,NaN
27,36,305,NaN,NaN
59,71,90,NaN,NaN
46,61,2,NaN,NaN
52,61,3,NaN,NaN
23,44,250,NaN,NaN
10,44,7,NaN,NaN
44,71,52,NaN,NaN
23,33,264,NaN,NaN
44,47,58,NaN,NaN
47,59,258,NaN,NaN
33,58,21,NaN,NaN
57,58,14,NaN,NaN
58,59,3,NaN,NaN
27,58,5,NaN,NaN
21,36,392,NaN,NaN
7,46,9,NaN,NaN
47,70,53,NaN,NaN
23,71,43,NaN,NaN
20,71,64,NaN,NaN
36,71,60,NaN,NaN
1,71,199,NaN,NaN
21,64,102,NaN,NaN
16,64,45,NaN,NaN
49,71,5,NaN,NaN
71,72,6,NaN,NaN
44,46,6,NaN,NaN
44,80,251,NaN,NaN
47,64,382,NaN,NaN
18,46,240,NaN,NaN
21,71,37,NaN,NaN
10,49,349,NaN,NaN
23,57,2,NaN,NaN
34,47,410,NaN,NaN
18,60,136,NaN,NaN
18,67,98,NaN,NaN
34,70,240,NaN,NaN
20,23,52,NaN,NaN
23,34,144,NaN,NaN
20,27,71,NaN,NaN
5,64,186,NaN,NaN
23,64,39,NaN,NaN
59,64,30,NaN,NaN
2,46,23,NaN,NaN
11,64,14,NaN,NaN
10,22,1,NaN,NaN
18,22,79,NaN,NaN
11,71,61,NaN,NaN
22,46,45,NaN,NaN
5,35,18,NaN,NaN
35,79,18,NaN,NaN
1,63,334,NaN,NaN
72,79,82,NaN,NaN
5,23,15,NaN,NaN
18,35,127,NaN,NaN
22,23,2,NaN,NaN
63,80,213,NaN,NaN
16,71,165,NaN,NaN
34,71,122,NaN,NaN
46,67,2,NaN,NaN
5,72,22,NaN,NaN
47,68,141,NaN,NaN
5,40,41,NaN,NaN
5,49,47,NaN,NaN
40,79,41,NaN,NaN
49,79,47,NaN,NaN
1,57,258,NaN,NaN
27,71,23,NaN,NaN
35,46,77,NaN,NaN
1,44,12,NaN,NaN
11,36,6,NaN,NaN
34,36,18,NaN,NaN
