source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,1000,10
3,3,NaN,0000,00
4,4,NaN,0000,01
5,5,NaN,0000,00
6,6,NaN,0100,01
7,7,NaN,0100,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,00
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,01
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,00
22,22,NaN,0100,00
23,23,NaN,1100,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,10
27,27,NaN,0000,01
28,28,NaN,1000,01
29,29,NaN,0101,00
30,30,NaN,0000,00
31,31,NaN,0000,00
32,32,NaN,0000,01
33,33,NaN,0000,01
34,34,NaN,0000,01
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,1001,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0000,00
45,45,NaN,0000,00
46,46,NaN,1100,00
47,47,NaN,0000,00
48,48,NaN,0000,00
49,49,NaN,0000,00
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0000,00
53,53,NaN,0000,00
54,54,NaN,0000,00
55,55,NaN,0000,00
56,56,NaN,0000,00
57,57,NaN,0000,00
58,58,NaN,1100,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0000,00
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,0000,00
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,00
68,68,NaN,0000,00
69,69,NaN,0000,00
70,70,NaN,0000,00
71,71,NaN,0000,00
72,72,NaN,1100,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0000,01
77,77,NaN,1100,11
78,78,NaN,1000,00
79,79,NaN,1100,00
80,80,NaN,0000,00
19,33,4,NaN,NaN
24,33,9,NaN,NaN
33,77,3,NaN,NaN
49,67,176,NaN,NaN
60,67,224,NaN,NaN
44,59,83,NaN,NaN
54,59,1,NaN,NaN
59,64,9,NaN,NaN
59,68,1,NaN,NaN
12,37,167,NaN,NaN
32,37,51,NaN,NaN
37,60,217,NaN,NaN
5,55,190,NaN,NaN
23,55,811,NaN,NaN
36,55,224,NaN,NaN
42,55,325,NaN,NaN
55,64,105,NaN,NaN
55,77,417,NaN,NaN
15,48,430,NaN,NaN
45,69,105,NaN,NaN
16,32,78,NaN,NaN
18,32,399,NaN,NaN
32,36,284,NaN,NaN
32,49,613,NaN,NaN
32,60,170,NaN,NaN
2,36,162,NaN,NaN
2,63,33,NaN,NaN
5,47,199,NaN,NaN
42,47,169,NaN,NaN
47,77,209,NaN,NaN
20,31,131,NaN,NaN
31,42,126,NaN,NaN
31,57,67,NaN,NaN
31,70,185,NaN,NaN
31,77,87,NaN,NaN
9,69,73,NaN,NaN
19,69,119,NaN,NaN
69,78,9,NaN,NaN
9,78,5,NaN,NaN
19,78,33,NaN,NaN
68,78,25,NaN,NaN
12,67,136,NaN,NaN
55,70,12,NaN,NaN
11,32,107,NaN,NaN
19,32,247,NaN,NaN
34,47,222,NaN,NaN
47,64,183,NaN,NaN
12,60,133,NaN,NaN
31,64,18,NaN,NaN
57,78,1,NaN,NaN
42,70,249,NaN,NaN
70,77,20,NaN,NaN
47,55,140,NaN,NaN
47,70,28,NaN,NaN
20,23,274,NaN,NaN
20,36,65,NaN,NaN
20,42,164,NaN,NaN
20,63,172,NaN,NaN
20,70,67,NaN,NaN
20,77,66,NaN,NaN
63,70,123,NaN,NaN
20,55,144,NaN,NaN
45,78,35,NaN,NaN
24,31,52,NaN,NaN
57,70,100,NaN,NaN
1,61,510,NaN,NaN
37,67,256,NaN,NaN
5,45,187,NaN,NaN
35,69,124,NaN,NaN
35,78,5,NaN,NaN
34,70,318,NaN,NaN
45,68,260,NaN,NaN
54,69,6,NaN,NaN
64,70,46,NaN,NaN
24,55,10,NaN,NaN
12,32,84,NaN,NaN
40,69,213,NaN,NaN
5,64,44,NaN,NaN
20,64,5,NaN,NaN
23,64,60,NaN,NaN
24,64,8,NaN,NaN
33,64,4,NaN,NaN
42,64,21,NaN,NaN
57,64,29,NaN,NaN
64,77,25,NaN,NaN
45,54,61,NaN,NaN
32,67,205,NaN,NaN
47,54,44,NaN,NaN
54,78,7,NaN,NaN
36,64,13,NaN,NaN
31,33,40,NaN,NaN
44,78,2,NaN,NaN
11,70,103,NaN,NaN
16,70,74,NaN,NaN
34,55,278,NaN,NaN
64,68,19,NaN,NaN
11,31,171,NaN,NaN
44,55,299,NaN,NaN
44,47,30,NaN,NaN
16,31,19,NaN,NaN
4,18,56,NaN,NaN
4,24,83,NaN,NaN
4,33,113,NaN,NaN
4,36,92,NaN,NaN
4,49,92,NaN,NaN
2,46,249,NaN,NaN
16,46,84,NaN,NaN
18,46,243,NaN,NaN
32,46,668,NaN,NaN
36,46,361,NaN,NaN
31,44,83,NaN,NaN
4,46,448,NaN,NaN
46,60,22,NaN,NaN
4,16,97,NaN,NaN
4,44,227,NaN,NaN
4,57,119,NaN,NaN
55,59,119,NaN,NaN
16,18,91,NaN,NaN
18,49,149,NaN,NaN
18,60,89,NaN,NaN
18,67,112,NaN,NaN
46,49,124,NaN,NaN
18,36,75,NaN,NaN
44,64,73,NaN,NaN
59,70,351,NaN,NaN
35,46,146,NaN,NaN
31,59,86,NaN,NaN
49,60,15,NaN,NaN
24,57,289,NaN,NaN
12,18,16,NaN,NaN
18,37,12,NaN,NaN
23,33,664,NaN,NaN
23,44,671,NaN,NaN
11,27,201,NaN,NaN
67,78,25,NaN,NaN
20,27,20,NaN,NaN
27,31,347,NaN,NaN
27,42,237,NaN,NaN
6,19,7,NaN,NaN
6,20,6,NaN,NaN
6,23,11,NaN,NaN
6,33,6,NaN,NaN
6,36,5,NaN,NaN
6,44,6,NaN,NaN
6,46,3,NaN,NaN
6,77,6,NaN,NaN
6,78,100,NaN,NaN
6,55,6,NaN,NaN
45,47,13,NaN,NaN
46,78,7,NaN,NaN
18,19,98,NaN,NaN
6,47,2,NaN,NaN
2,57,209,NaN,NaN
57,63,220,NaN,NaN
23,36,324,NaN,NaN
23,77,582,NaN,NaN
27,70,459,NaN,NaN
29,64,29,NaN,NaN
40,72,112,NaN,NaN
68,72,151,NaN,NaN
69,72,271,NaN,NaN
29,55,3,NaN,NaN
4,32,27,NaN,NaN
29,47,3,NaN,NaN
23,29,4,NaN,NaN
5,29,39,NaN,NaN
6,29,29,NaN,NaN
29,42,2,NaN,NaN
29,44,2,NaN,NaN
29,77,2,NaN,NaN
35,72,32,NaN,NaN
19,72,140,NaN,NaN
