source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,0000,01
3,3,NaN,0000,00
4,4,NaN,0000,00
5,5,NaN,0000,00
6,6,NaN,0000,01
7,7,NaN,0000,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,00
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,01
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,00
22,22,NaN,0000,00
23,23,NaN,1000,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,00
27,27,NaN,0001,01
28,28,NaN,0000,00
29,29,NaN,0000,00
30,30,NaN,0000,00
31,31,NaN,0000,10
32,32,NaN,1100,00
33,33,NaN,0000,01
34,34,NaN,0000,00
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,1000,01
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0000,00
45,45,NaN,0000,00
46,46,NaN,0000,00
47,47,NaN,1100,11
48,48,NaN,0000,00
49,49,NaN,0000,00
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0100,11
53,53,NaN,0000,00
54,54,NaN,0000,00
55,55,NaN,0000,00
56,56,NaN,0000,00
57,57,NaN,0000,00
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0000,00
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,0000,00
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,00
68,68,NaN,0000,11
69,69,NaN,0000,00
70,70,NaN,0000,00
71,71,NaN,0000,00
72,72,NaN,1100,11
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0000,00
76,76,NaN,1100,01
77,77,NaN,0000,00
78,78,NaN,0000,00
79,79,NaN,0100,00
80,80,NaN,0000,00
32,60,70,NaN,NaN
56,60,1,NaN,NaN
60,62,261,NaN,NaN
1,2,327,NaN,NaN
2,61,59,NaN,NaN
11,76,93,NaN,NaN
18,76,220,NaN,NaN
23,76,327,NaN,NaN
32,76,12,NaN,NaN
36,76,38,NaN,NaN
76,80,2,NaN,NaN
20,59,18,NaN,NaN
30,59,88,NaN,NaN
31,59,227,NaN,NaN
42,59,62,NaN,NaN
43,59,3,NaN,NaN
47,59,213,NaN,NaN
58,59,161,NaN,NaN
59,70,241,NaN,NaN
20,70,171,NaN,NaN
30,70,121,NaN,NaN
31,70,378,NaN,NaN
43,70,17,NaN,NaN
47,70,158,NaN,NaN
70,77,79,NaN,NaN
15,19,49,NaN,NaN
15,28,7,NaN,NaN
15,49,69,NaN,NaN
1,24,319,NaN,NaN
24,61,43,NaN,NaN
32,62,163,NaN,NaN
49,62,223,NaN,NaN
56,62,123,NaN,NaN
1,52,58,NaN,NaN
