source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,1001,11
3,3,NaN,0000,00
4,4,NaN,0000,00
5,5,NaN,0000,00
6,6,NaN,0000,00
7,7,NaN,0000,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,00
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,00
19,19,NaN,0000,00
20,20,NaN,0000,11
21,21,NaN,0000,10
22,22,NaN,1101,10
23,23,NaN,1100,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,00
27,27,NaN,0000,01
28,28,NaN,0100,11
29,29,NaN,0000,00
30,30,NaN,0100,00
31,31,NaN,0000,00
32,32,NaN,0000,00
33,33,NaN,0000,00
34,34,NaN,0000,00
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0000,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0000,00
45,45,NaN,0000,00
46,46,NaN,0000,00
47,47,NaN,0000,00
48,48,NaN,1100,11
49,49,NaN,0000,00
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,1100,00
53,53,NaN,0000,00
54,54,NaN,1100,00
55,55,NaN,0000,00
56,56,NaN,0000,01
57,57,NaN,0000,00
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,1100,01
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,0000,10
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0100,01
68,68,NaN,0000,00
69,69,NaN,0000,00
70,70,NaN,0100,00
71,71,NaN,0000,00
72,72,NaN,1110,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0000,00
77,77,NaN,0000,00
78,78,NaN,0000,00
79,79,NaN,0000,00
80,80,NaN,0000,00
52,61,250,NaN,NaN
61,71,369,NaN,NaN
11,61,138,NaN,NaN
38,64,110,NaN,NaN
47,64,251,NaN,NaN
64,68,174,NaN,NaN
2,61,280,NaN,NaN
2,71,208,NaN,NaN
1,2,66,NaN,NaN
11,18,28,NaN,NaN
18,35,17,NaN,NaN
18,49,14,NaN,NaN
18,60,18,NaN,NaN
18,71,21,NaN,NaN
20,30,160,NaN,NaN
20,33,94,NaN,NaN
20,36,119,NaN,NaN
1,61,282,NaN,NaN
6,20,83,NaN,NaN
1,31,27,NaN,NaN
31,61,54,NaN,NaN
32,62,265,NaN,NaN
24,58,47,NaN,NaN
33,58,7,NaN,NaN
57,58,39,NaN,NaN
2,20,12,NaN,NaN
1,71,4,NaN,NaN
11,71,39,NaN,NaN
52,71,25,NaN,NaN
6,47,9,NaN,NaN
36,47,14,NaN,NaN
38,47,61,NaN,NaN
32,46,293,NaN,NaN
32,77,10,NaN,NaN
2,76,101,NaN,NaN
19,32,137,NaN,NaN
32,59,10,NaN,NaN
32,68,14,NaN,NaN
32,72,18,NaN,NaN
32,78,15,NaN,NaN
4,11,54,NaN,NaN
4,49,20,NaN,NaN
4,52,24,NaN,NaN
20,27,4,NaN,NaN
24,27,5,NaN,NaN
27,33,6,NaN,NaN
27,58,5,NaN,NaN
27,70,22,NaN,NaN
64,77,3,NaN,NaN
32,69,3,NaN,NaN
19,46,1,NaN,NaN
46,59,5,NaN,NaN
46,68,1,NaN,NaN
46,72,1,NaN,NaN
46,78,3,NaN,NaN
59,68,7,NaN,NaN
59,72,3,NaN,NaN
59,78,4,NaN,NaN
19,59,3,NaN,NaN
58,64,8,NaN,NaN
32,38,81,NaN,NaN
32,47,81,NaN,NaN
32,64,58,NaN,NaN
32,36,45,NaN,NaN
20,59,18,NaN,NaN
59,61,3,NaN,NaN
2,59,1,NaN,NaN
20,21,5,NaN,NaN
31,57,52,NaN,NaN
15,19,1,NaN,NaN
21,58,5,NaN,NaN
2,30,7,NaN,NaN
8,32,6,NaN,NaN
8,36,215,NaN,NaN
36,38,2,NaN,NaN
36,59,4,NaN,NaN
36,70,4,NaN,NaN
36,77,6,NaN,NaN
8,27,25,NaN,NaN
27,30,2,NaN,NaN
27,36,2,NaN,NaN
27,59,5,NaN,NaN
30,47,3,NaN,NaN
47,59,14,NaN,NaN
47,68,29,NaN,NaN
32,70,4,NaN,NaN
6,32,49,NaN,NaN
32,55,42,NaN,NaN
20,23,194,NaN,NaN
32,43,13,NaN,NaN
43,64,255,NaN,NaN
