source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,1100,10
3,3,NaN,0000,00
4,4,NaN,0000,00
5,5,NaN,0100,00
6,6,NaN,0000,00
7,7,NaN,0001,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,11
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,00
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,00
22,22,NaN,0100,00
23,23,NaN,1100,00
24,24,NaN,0000,11
25,25,NaN,0000,00
26,26,NaN,1100,00
27,27,NaN,0001,00
28,28,NaN,0100,10
29,29,NaN,0101,00
30,30,NaN,0000,00
31,31,NaN,0000,00
32,32,NaN,0000,00
33,33,NaN,0000,00
34,34,NaN,0000,01
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,1001,11
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0000,00
45,45,NaN,1110,00
46,46,NaN,0000,00
47,47,NaN,1000,01
48,48,NaN,0100,01
49,49,NaN,1010,10
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0000,00
53,53,NaN,0000,00
54,54,NaN,0000,00
55,55,NaN,0000,00
56,56,NaN,0100,00
57,57,NaN,0000,00
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,1100,01
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,1000,10
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,01
68,68,NaN,0100,01
69,69,NaN,1100,00
70,70,NaN,0000,00
71,71,NaN,0000,00
72,72,NaN,1000,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0100,00
77,77,NaN,0000,00
78,78,NaN,0000,00
79,79,NaN,0000,00
80,80,NaN,0000,00
4,52,356,NaN,NaN
4,57,178,NaN,NaN
4,65,5,NaN,NaN
19,71,17,NaN,NaN
28,71,37,NaN,NaN
64,71,40,NaN,NaN
71,77,49,NaN,NaN
71,78,3,NaN,NaN
28,35,8,NaN,NaN
28,64,32,NaN,NaN
28,77,26,NaN,NaN
28,78,29,NaN,NaN
4,27,8,NaN,NaN
27,57,126,NaN,NaN
11,18,344,NaN,NaN
16,18,482,NaN,NaN
18,60,310,NaN,NaN
18,67,88,NaN,NaN
18,76,88,NaN,NaN
34,47,429,NaN,NaN
38,47,289,NaN,NaN
44,47,107,NaN,NaN
47,59,308,NaN,NaN
12,65,382,NaN,NaN
60,65,637,NaN,NaN
65,67,151,NaN,NaN
6,44,460,NaN,NaN
19,44,273,NaN,NaN
21,44,40,NaN,NaN
23,44,218,NaN,NaN
33,44,398,NaN,NaN
36,44,255,NaN,NaN
38,44,16,NaN,NaN
44,59,94,NaN,NaN
44,68,5,NaN,NaN
44,71,33,NaN,NaN
44,77,202,NaN,NaN
44,78,14,NaN,NaN
19,28,14,NaN,NaN
28,44,53,NaN,NaN
27,52,27,NaN,NaN
57,65,12,NaN,NaN
6,71,78,NaN,NaN
23,71,30,NaN,NaN
30,71,70,NaN,NaN
36,71,106,NaN,NaN
6,47,246,NaN,NaN
47,68,216,NaN,NaN
6,23,100,NaN,NaN
20,23,54,NaN,NaN
23,30,42,NaN,NaN
23,33,20,NaN,NaN
23,36,54,NaN,NaN
23,38,24,NaN,NaN
23,76,36,NaN,NaN
35,71,2,NaN,NaN
49,71,2,NaN,NaN
71,72,2,NaN,NaN
28,72,10,NaN,NaN
6,18,22,NaN,NaN
24,44,114,NaN,NaN
44,64,717,NaN,NaN
21,71,7,NaN,NaN
38,64,905,NaN,NaN
23,28,51,NaN,NaN
28,30,10,NaN,NaN
21,47,38,NaN,NaN
47,64,1447,NaN,NaN
20,44,296,NaN,NaN
34,44,33,NaN,NaN
21,28,5,NaN,NaN
28,38,31,NaN,NaN
28,47,33,NaN,NaN
12,18,4,NaN,NaN
52,65,2,NaN,NaN
14,44,54,NaN,NaN
6,28,27,NaN,NaN
28,34,22,NaN,NaN
28,36,31,NaN,NaN
33,71,9,NaN,NaN
33,58,1,NaN,NaN
27,65,1,NaN,NaN
19,23,74,NaN,NaN
36,47,121,NaN,NaN
21,64,48,NaN,NaN
19,78,1,NaN,NaN
35,78,1,NaN,NaN
49,78,1,NaN,NaN
68,78,1,NaN,NaN
77,78,1,NaN,NaN
59,64,167,NaN,NaN
44,58,42,NaN,NaN
27,67,1,NaN,NaN
14,28,14,NaN,NaN
14,71,15,NaN,NaN
12,27,1,NaN,NaN
47,71,18,NaN,NaN
30,44,386,NaN,NaN
38,71,24,NaN,NaN
52,64,131,NaN,NaN
44,52,23,NaN,NaN
59,71,34,NaN,NaN
14,23,28,NaN,NaN
64,68,880,NaN,NaN
34,71,29,NaN,NaN
28,59,14,NaN,NaN
28,45,7,NaN,NaN
18,19,195,NaN,NaN
20,71,4,NaN,NaN
36,64,100,NaN,NaN
23,47,39,NaN,NaN
21,27,234,NaN,NaN
28,33,4,NaN,NaN
20,28,6,NaN,NaN
24,27,186,NaN,NaN
27,70,342,NaN,NaN
27,59,212,NaN,NaN
32,35,23,NaN,NaN
32,68,1,NaN,NaN
32,78,1,NaN,NaN
68,71,3,NaN,NaN
18,32,35,NaN,NaN
32,60,39,NaN,NaN
32,76,28,NaN,NaN
28,68,5,NaN,NaN
21,23,2,NaN,NaN
16,71,177,NaN,NaN
71,76,103,NaN,NaN
32,71,15,NaN,NaN
11,71,78,NaN,NaN
18,35,243,NaN,NaN
18,71,172,NaN,NaN
46,64,40,NaN,NaN
46,71,199,NaN,NaN
18,46,318,NaN,NaN
62,65,405,NaN,NaN
44,46,81,NaN,NaN
28,49,1,NaN,NaN
24,28,6,NaN,NaN
28,70,5,NaN,NaN
6,64,192,NaN,NaN
18,62,53,NaN,NaN
27,28,6,NaN,NaN
32,46,22,NaN,NaN
32,62,49,NaN,NaN
32,67,5,NaN,NaN
6,36,13,NaN,NaN
14,36,2,NaN,NaN
20,36,2,NaN,NaN
21,36,2,NaN,NaN
36,38,4,NaN,NaN
36,59,25,NaN,NaN
23,46,24,NaN,NaN
23,58,2,NaN,NaN
7,11,90,NaN,NaN
7,16,93,NaN,NaN
7,57,12,NaN,NaN
16,32,6,NaN,NaN
7,46,65,NaN,NaN
7,76,40,NaN,NaN
57,71,79,NaN,NaN
27,64,19,NaN,NaN
7,71,18,NaN,NaN
49,69,128,NaN,NaN
11,76,2,NaN,NaN
16,76,2,NaN,NaN
35,76,2,NaN,NaN
46,76,2,NaN,NaN
47,70,37,NaN,NaN
36,43,12,NaN,NaN
38,43,103,NaN,NaN
43,44,187,NaN,NaN
43,47,369,NaN,NaN
43,52,10,NaN,NaN
43,64,1154,NaN,NaN
43,68,110,NaN,NaN
47,52,5,NaN,NaN
15,48,6,NaN,NaN
20,58,45,NaN,NaN
30,58,2,NaN,NaN
36,58,1,NaN,NaN
57,58,52,NaN,NaN
11,44,55,NaN,NaN
16,44,141,NaN,NaN
33,36,2,NaN,NaN
52,71,103,NaN,NaN
19,32,17,NaN,NaN
11,32,6,NaN,NaN
27,58,16,NaN,NaN
12,32,5,NaN,NaN
18,47,2,NaN,NaN
18,44,14,NaN,NaN
7,27,4,NaN,NaN
69,77,1,NaN,NaN
57,76,1,NaN,NaN
76,77,3,NaN,NaN
11,27,160,NaN,NaN
27,71,8,NaN,NaN
49,80,119,NaN,NaN
7,44,9,NaN,NaN
7,64,40,NaN,NaN
57,77,4,NaN,NaN
2,46,30,NaN,NaN
35,65,4,NaN,NaN
35,69,8,NaN,NaN
36,80,117,NaN,NaN
12,60,14,NaN,NaN
60,62,69,NaN,NaN
6,30,4,NaN,NaN
20,30,6,NaN,NaN
60,80,12,NaN,NaN
12,49,8,NaN,NaN
49,60,2,NaN,NaN
20,47,20,NaN,NaN
30,47,160,NaN,NaN
27,47,1,NaN,NaN
27,33,53,NaN,NaN
27,30,28,NaN,NaN
6,20,1,NaN,NaN
45,80,1,NaN,NaN
59,70,17,NaN,NaN
44,80,349,NaN,NaN
44,69,5,NaN,NaN
2,59,18,NaN,NaN
6,59,8,NaN,NaN
20,59,4,NaN,NaN
23,59,5,NaN,NaN
30,59,34,NaN,NaN
64,77,451,NaN,NaN
44,57,63,NaN,NaN
47,77,233,NaN,NaN
21,59,4,NaN,NaN
59,77,29,NaN,NaN
40,80,17,NaN,NaN
62,80,30,NaN,NaN
44,62,38,NaN,NaN
40,44,16,NaN,NaN
21,80,12,NaN,NaN
44,70,20,NaN,NaN
19,80,1,NaN,NaN
70,80,8,NaN,NaN
59,80,47,NaN,NaN
64,80,4,NaN,NaN
40,69,173,NaN,NaN
7,18,23,NaN,NaN
7,52,22,NaN,NaN
44,72,30,NaN,NaN
72,80,29,NaN,NaN
69,72,241,NaN,NaN
38,80,12,NaN,NaN
27,77,31,NaN,NaN
24,58,123,NaN,NaN
6,27,32,NaN,NaN
20,27,28,NaN,NaN
27,46,11,NaN,NaN
46,55,2,NaN,NaN
6,55,2,NaN,NaN
23,55,3,NaN,NaN
55,77,1,NaN,NaN
6,60,2,NaN,NaN
19,60,1,NaN,NaN
60,77,1,NaN,NaN
38,60,1,NaN,NaN
44,60,18,NaN,NaN
5,20,4,NaN,NaN
5,23,5,NaN,NaN
5,30,6,NaN,NaN
5,59,5,NaN,NaN
7,49,5,NaN,NaN
18,49,284,NaN,NaN
5,34,2,NaN,NaN
5,24,2,NaN,NaN
5,57,2,NaN,NaN
7,80,2,NaN,NaN
11,80,170,NaN,NaN
7,33,1,NaN,NaN
1,58,87,NaN,NaN
52,58,7,NaN,NaN
24,59,5,NaN,NaN
34,59,17,NaN,NaN
