source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,0000,11
3,3,NaN,0000,00
4,4,NaN,0000,00
5,5,NaN,0000,00
6,6,NaN,0000,00
7,7,NaN,0000,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,00
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,11
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,00
22,22,NaN,0000,00
23,23,NaN,1000,00
24,24,NaN,0000,11
25,25,NaN,0000,00
26,26,NaN,1100,00
27,27,NaN,0000,00
28,28,NaN,0000,11
29,29,NaN,0101,00
30,30,NaN,0000,00
31,31,NaN,0000,00
32,32,NaN,1000,00
33,33,NaN,0000,00
34,34,NaN,0000,01
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,1100,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,1001,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0100,00
45,45,NaN,1100,01
46,46,NaN,0100,00
47,47,NaN,1000,01
48,48,NaN,0000,00
49,49,NaN,1000,11
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0100,00
53,53,NaN,0000,00
54,54,NaN,0000,00
55,55,NaN,0000,00
56,56,NaN,0000,00
57,57,NaN,0000,00
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,1000,01
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,1111,11
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,00
68,68,NaN,0000,01
69,69,NaN,1100,00
70,70,NaN,0000,00
71,71,NaN,0000,00
72,72,NaN,1100,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0100,00
77,77,NaN,0000,01
78,78,NaN,0000,00
79,79,NaN,1100,00
80,80,NaN,1100,00
47,79,258,NaN,NaN
21,57,114,NaN,NaN
21,63,219,NaN,NaN
21,70,445,NaN,NaN
21,27,389,NaN,NaN
27,57,159,NaN,NaN
27,59,291,NaN,NaN
27,63,67,NaN,NaN
27,64,26,NaN,NaN
27,70,396,NaN,NaN
35,69,187,NaN,NaN
40,69,464,NaN,NaN
69,72,169,NaN,NaN
69,79,86,NaN,NaN
2,71,267,NaN,NaN
11,71,185,NaN,NaN
36,71,211,NaN,NaN
18,22,236,NaN,NaN
18,36,153,NaN,NaN
18,49,885,NaN,NaN
22,49,829,NaN,NaN
19,23,230,NaN,NaN
23,33,368,NaN,NaN
23,36,50,NaN,NaN
23,79,19,NaN,NaN
47,76,62,NaN,NaN
21,59,289,NaN,NaN
4,7,410,NaN,NaN
11,18,249,NaN,NaN
18,71,231,NaN,NaN
22,60,8,NaN,NaN
23,76,184,NaN,NaN
47,64,478,NaN,NaN
64,68,39,NaN,NaN
64,79,54,NaN,NaN
24,27,35,NaN,NaN
27,30,172,NaN,NaN
47,77,37,NaN,NaN
21,33,149,NaN,NaN
21,76,2,NaN,NaN
27,33,257,NaN,NaN
19,22,147,NaN,NaN
22,36,83,NaN,NaN
23,77,2,NaN,NaN
21,24,60,NaN,NaN
69,76,19,NaN,NaN
47,59,376,NaN,NaN
21,30,146,NaN,NaN
21,36,76,NaN,NaN
21,64,92,NaN,NaN
45,69,83,NaN,NaN
47,68,72,NaN,NaN
33,64,13,NaN,NaN
57,64,39,NaN,NaN
64,70,24,NaN,NaN
64,77,19,NaN,NaN
11,80,363,NaN,NaN
36,80,379,NaN,NaN
49,80,475,NaN,NaN
61,71,80,NaN,NaN
21,77,4,NaN,NaN
27,77,103,NaN,NaN
21,47,164,NaN,NaN
11,21,1,NaN,NaN
19,21,1,NaN,NaN
21,61,35,NaN,NaN
21,80,13,NaN,NaN
18,19,159,NaN,NaN
47,57,7,NaN,NaN
18,35,223,NaN,NaN
22,35,28,NaN,NaN
18,60,253,NaN,NaN
20,27,20,NaN,NaN
15,18,62,NaN,NaN
18,76,346,NaN,NaN
71,76,338,NaN,NaN
71,80,81,NaN,NaN
63,71,36,NaN,NaN
57,71,136,NaN,NaN
43,69,24,NaN,NaN
15,22,4,NaN,NaN
76,80,34,NaN,NaN
11,46,236,NaN,NaN
18,46,452,NaN,NaN
35,46,170,NaN,NaN
36,46,301,NaN,NaN
46,49,256,NaN,NaN
46,71,402,NaN,NaN
46,76,313,NaN,NaN
46,80,152,NaN,NaN
22,46,69,NaN,NaN
22,76,52,NaN,NaN
15,69,4,NaN,NaN
22,23,28,NaN,NaN
46,61,47,NaN,NaN
46,60,47,NaN,NaN
23,46,45,NaN,NaN
12,18,1,NaN,NaN
27,61,15,NaN,NaN
27,58,5,NaN,NaN
24,58,130,NaN,NaN
58,63,80,NaN,NaN
12,22,1,NaN,NaN
43,47,4,NaN,NaN
43,80,1,NaN,NaN
40,80,2,NaN,NaN
2,21,9,NaN,NaN
21,69,1,NaN,NaN
79,80,7,NaN,NaN
47,80,14,NaN,NaN
60,69,9,NaN,NaN
59,77,190,NaN,NaN
18,47,1,NaN,NaN
22,47,1,NaN,NaN
47,49,1,NaN,NaN
23,71,3,NaN,NaN
20,30,11,NaN,NaN
24,30,6,NaN,NaN
30,33,3,NaN,NaN
30,59,19,NaN,NaN
30,63,7,NaN,NaN
23,30,23,NaN,NaN
22,33,1,NaN,NaN
22,80,1,NaN,NaN
33,71,6,NaN,NaN
27,34,2,NaN,NaN
59,80,4,NaN,NaN
30,80,22,NaN,NaN
77,80,1,NaN,NaN
33,80,12,NaN,NaN
28,48,2,NaN,NaN
11,49,712,NaN,NaN
2,34,1,NaN,NaN
4,11,20,NaN,NaN
4,33,16,NaN,NaN
4,49,6,NaN,NaN
4,80,30,NaN,NaN
4,21,7,NaN,NaN
4,70,2,NaN,NaN
4,27,2,NaN,NaN
71,77,131,NaN,NaN
46,77,10,NaN,NaN
71,79,6,NaN,NaN
40,46,4,NaN,NaN
32,68,7,NaN,NaN
40,71,3,NaN,NaN
46,79,17,NaN,NaN
11,27,1,NaN,NaN
27,80,1,NaN,NaN
27,49,1,NaN,NaN
18,72,1,NaN,NaN
21,44,7,NaN,NaN
35,36,2,NaN,NaN
44,55,4,NaN,NaN
55,69,1,NaN,NaN
30,44,31,NaN,NaN
11,44,2,NaN,NaN
20,44,4,NaN,NaN
33,44,4,NaN,NaN
27,44,6,NaN,NaN
23,68,2,NaN,NaN
2,49,2,NaN,NaN
2,69,31,NaN,NaN
23,55,3,NaN,NaN
46,55,2,NaN,NaN
20,23,16,NaN,NaN
33,46,13,NaN,NaN
59,68,2,NaN,NaN
59,72,2,NaN,NaN
36,59,15,NaN,NaN
52,80,55,NaN,NaN
18,43,6,NaN,NaN
23,66,66,NaN,NaN
