source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,0000,11
3,3,NaN,0000,00
4,4,NaN,0001,00
5,5,NaN,0000,00
6,6,NaN,0000,00
7,7,NaN,0100,00
8,8,NaN,0100,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,11
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0101,01
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,00
22,22,NaN,0000,11
23,23,NaN,0101,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,10
27,27,NaN,0000,01
28,28,NaN,0000,11
29,29,NaN,0101,00
30,30,NaN,0000,00
31,31,NaN,0000,00
32,32,NaN,0000,11
33,33,NaN,0000,00
34,34,NaN,0000,01
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0100,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0010,11
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0100,00
45,45,NaN,0000,00
46,46,NaN,0000,00
47,47,NaN,1100,11
48,48,NaN,0000,00
49,49,NaN,0100,01
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0000,11
53,53,NaN,0000,00
54,54,NaN,0000,00
55,55,NaN,0000,00
56,56,NaN,0000,00
57,57,NaN,0000,00
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0000,00
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,0100,00
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,00
68,68,NaN,0000,00
69,69,NaN,1000,00
70,70,NaN,0000,00
71,71,NaN,0000,00
72,72,NaN,1100,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0100,01
77,77,NaN,1110,11
78,78,NaN,0000,00
79,79,NaN,1100,00
80,80,NaN,0000,00
40,69,346,NaN,NaN
69,79,47,NaN,NaN
36,70,99,NaN,NaN
42,70,501,NaN,NaN
44,70,16,NaN,NaN
59,70,347,NaN,NaN
7,80,182,NaN,NaN
21,80,4,NaN,NaN
63,80,232,NaN,NaN
5,47,449,NaN,NaN
34,47,339,NaN,NaN
42,47,465,NaN,NaN
47,59,239,NaN,NaN
47,64,335,NaN,NaN
47,76,41,NaN,NaN
47,77,319,NaN,NaN
20,21,5,NaN,NaN
21,23,1,NaN,NaN
21,33,14,NaN,NaN
21,63,1,NaN,NaN
21,76,8,NaN,NaN
27,42,291,NaN,NaN
27,44,15,NaN,NaN
27,59,281,NaN,NaN
27,70,477,NaN,NaN
11,18,533,NaN,NaN
18,32,367,NaN,NaN
18,35,332,NaN,NaN
18,60,301,NaN,NaN
18,67,293,NaN,NaN
18,71,156,NaN,NaN
11,71,109,NaN,NaN
57,71,84,NaN,NaN
69,72,679,NaN,NaN
69,78,66,NaN,NaN
11,80,287,NaN,NaN
33,80,66,NaN,NaN
47,68,120,NaN,NaN
40,72,297,NaN,NaN
72,79,69,NaN,NaN
7,71,144,NaN,NaN
32,71,102,NaN,NaN
63,71,16,NaN,NaN
9,69,117,NaN,NaN
21,70,26,NaN,NaN
71,80,25,NaN,NaN
21,47,11,NaN,NaN
21,42,24,NaN,NaN
21,64,13,NaN,NaN
21,77,18,NaN,NaN
27,36,74,NaN,NaN
20,23,80,NaN,NaN
23,33,210,NaN,NaN
23,76,10,NaN,NaN
23,77,50,NaN,NaN
72,78,95,NaN,NaN
5,21,9,NaN,NaN
21,36,3,NaN,NaN
71,76,122,NaN,NaN
52,80,81,NaN,NaN
43,72,71,NaN,NaN
20,27,51,NaN,NaN
21,27,14,NaN,NaN
27,33,34,NaN,NaN
27,63,9,NaN,NaN
27,77,212,NaN,NaN
47,79,128,NaN,NaN
21,44,7,NaN,NaN
2,47,96,NaN,NaN
47,78,1,NaN,NaN
2,21,9,NaN,NaN
2,76,2,NaN,NaN
76,77,2,NaN,NaN
76,78,2,NaN,NaN
7,18,114,NaN,NaN
34,70,201,NaN,NaN
11,49,704,NaN,NaN
18,49,1420,NaN,NaN
32,49,1268,NaN,NaN
35,49,804,NaN,NaN
49,60,677,NaN,NaN
49,67,1288,NaN,NaN
57,58,135,NaN,NaN
58,63,126,NaN,NaN
36,47,185,NaN,NaN
49,78,28,NaN,NaN
68,72,260,NaN,NaN
47,70,154,NaN,NaN
7,49,139,NaN,NaN
44,47,16,NaN,NaN
21,59,8,NaN,NaN
27,57,33,NaN,NaN
64,70,154,NaN,NaN
18,76,174,NaN,NaN
44,80,174,NaN,NaN
18,46,533,NaN,NaN
7,46,259,NaN,NaN
11,46,276,NaN,NaN
32,46,158,NaN,NaN
35,46,219,NaN,NaN
44,46,10,NaN,NaN
46,71,277,NaN,NaN
46,76,185,NaN,NaN
44,49,52,NaN,NaN
46,49,817,NaN,NaN
46,63,9,NaN,NaN
76,80,33,NaN,NaN
43,69,1,NaN,NaN
21,34,6,NaN,NaN
49,76,8,NaN,NaN
2,77,1,NaN,NaN
42,77,2,NaN,NaN
44,77,1,NaN,NaN
70,77,268,NaN,NaN
46,80,233,NaN,NaN
2,36,4,NaN,NaN
20,36,16,NaN,NaN
36,42,14,NaN,NaN
36,59,30,NaN,NaN
36,77,10,NaN,NaN
20,47,36,NaN,NaN
20,70,101,NaN,NaN
46,52,69,NaN,NaN
8,27,1,NaN,NaN
43,47,206,NaN,NaN
43,70,49,NaN,NaN
46,59,8,NaN,NaN
59,71,46,NaN,NaN
4,7,95,NaN,NaN
4,11,68,NaN,NaN
4,46,66,NaN,NaN
4,52,15,NaN,NaN
46,60,93,NaN,NaN
7,11,80,NaN,NaN
36,71,61,NaN,NaN
27,43,13,NaN,NaN
7,76,26,NaN,NaN
36,46,138,NaN,NaN
18,36,56,NaN,NaN
32,60,49,NaN,NaN
35,60,1,NaN,NaN
37,60,39,NaN,NaN
7,33,3,NaN,NaN
7,57,11,NaN,NaN
7,36,6,NaN,NaN
36,80,103,NaN,NaN
46,67,12,NaN,NaN
7,63,3,NaN,NaN
18,68,16,NaN,NaN
27,64,22,NaN,NaN
1,61,104,NaN,NaN
63,69,4,NaN,NaN
36,49,4,NaN,NaN
2,46,42,NaN,NaN
2,71,14,NaN,NaN
47,54,39,NaN,NaN
11,36,4,NaN,NaN
36,76,2,NaN,NaN
27,47,3,NaN,NaN
54,69,12,NaN,NaN
33,70,4,NaN,NaN
4,49,30,NaN,NaN
4,57,12,NaN,NaN
4,71,4,NaN,NaN
4,76,4,NaN,NaN
4,33,16,NaN,NaN
2,70,68,NaN,NaN
29,63,4,NaN,NaN
29,72,8,NaN,NaN
5,59,3,NaN,NaN
20,59,36,NaN,NaN
42,59,57,NaN,NaN
59,77,15,NaN,NaN
