source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,0001,11
3,3,NaN,0000,00
4,4,NaN,0000,00
5,5,NaN,0000,00
6,6,NaN,0000,00
7,7,NaN,0000,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,00
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,00
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,10
22,22,NaN,1001,00
23,23,NaN,0100,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,00
27,27,NaN,1111,11
28,28,NaN,1000,11
29,29,NaN,0000,00
30,30,NaN,0000,01
31,31,NaN,0000,00
32,32,NaN,0000,00
33,33,NaN,0000,00
34,34,NaN,0000,00
35,35,NaN,0000,01
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0000,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0000,00
45,45,NaN,0000,00
46,46,NaN,0000,00
47,47,NaN,0000,00
48,48,NaN,0100,10
49,49,NaN,0000,00
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0000,00
53,53,NaN,0000,00
54,54,NaN,1100,00
55,55,NaN,0000,00
56,56,NaN,0000,01
57,57,NaN,0000,00
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0100,01
62,62,NaN,0001,00
63,63,NaN,0000,00
64,64,NaN,0000,11
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,1101,01
68,68,NaN,0000,00
69,69,NaN,0000,00
70,70,NaN,0100,00
71,71,NaN,0000,00
72,72,NaN,0100,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0110,00
77,77,NaN,0000,00
78,78,NaN,0000,10
79,79,NaN,0000,00
80,80,NaN,0000,00
4,18,24,NaN,NaN
18,32,201,NaN,NaN
18,49,113,NaN,NaN
4,11,132,NaN,NaN
4,24,289,NaN,NaN
4,33,89,NaN,NaN
4,52,226,NaN,NaN
32,36,81,NaN,NaN
32,49,275,NaN,NaN
32,60,183,NaN,NaN
32,67,187,NaN,NaN
24,30,68,NaN,NaN
24,33,123,NaN,NaN
24,36,76,NaN,NaN
24,52,49,NaN,NaN
24,57,193,NaN,NaN
24,58,125,NaN,NaN
24,77,32,NaN,NaN
22,40,2,NaN,NaN
22,43,3,NaN,NaN
22,48,1,NaN,NaN
22,72,2,NaN,NaN
22,78,1,NaN,NaN
18,36,124,NaN,NaN
18,60,57,NaN,NaN
2,24,33,NaN,NaN
24,61,96,NaN,NaN
11,18,93,NaN,NaN
20,71,5,NaN,NaN
11,32,16,NaN,NaN
12,32,130,NaN,NaN
14,22,1,NaN,NaN
22,66,1,NaN,NaN
18,22,115,NaN,NaN
22,32,246,NaN,NaN
12,37,8,NaN,NaN
19,37,2,NaN,NaN
37,60,5,NaN,NaN
11,24,9,NaN,NaN
6,20,98,NaN,NaN
20,30,103,NaN,NaN
20,36,13,NaN,NaN
19,26,20,NaN,NaN
26,60,20,NaN,NaN
26,67,22,NaN,NaN
2,36,20,NaN,NaN
6,36,145,NaN,NaN
11,36,114,NaN,NaN
23,36,118,NaN,NaN
30,36,12,NaN,NaN
36,46,150,NaN,NaN
4,46,209,NaN,NaN
18,46,183,NaN,NaN
22,46,76,NaN,NaN
23,46,76,NaN,NaN
32,46,136,NaN,NaN
15,48,6,NaN,NaN
18,52,9,NaN,NaN
18,67,68,NaN,NaN
24,44,154,NaN,NaN
8,59,42,NaN,NaN
14,59,4,NaN,NaN
20,59,10,NaN,NaN
59,70,43,NaN,NaN
27,33,2,NaN,NaN
27,44,3,NaN,NaN
55,59,3,NaN,NaN
59,71,4,NaN,NaN
18,25,4,NaN,NaN
38,59,21,NaN,NaN
8,70,294,NaN,NaN
64,70,120,NaN,NaN
14,71,13,NaN,NaN
30,71,5,NaN,NaN
47,71,7,NaN,NaN
55,71,3,NaN,NaN
70,71,3,NaN,NaN
44,59,5,NaN,NaN
47,59,12,NaN,NaN
32,37,80,NaN,NaN
20,24,75,NaN,NaN
24,71,2,NaN,NaN
34,59,9,NaN,NaN
21,70,153,NaN,NaN
21,24,2,NaN,NaN
26,37,16,NaN,NaN
38,45,393,NaN,NaN
45,47,130,NaN,NaN
45,68,327,NaN,NaN
18,71,75,NaN,NaN
4,57,90,NaN,NaN
21,59,3,NaN,NaN
45,64,24,NaN,NaN
4,71,148,NaN,NaN
24,43,2,NaN,NaN
12,18,2,NaN,NaN
4,49,82,NaN,NaN
4,61,42,NaN,NaN
59,77,13,NaN,NaN
32,71,22,NaN,NaN
70,77,62,NaN,NaN
46,59,4,NaN,NaN
15,18,8,NaN,NaN
15,32,43,NaN,NaN
15,49,6,NaN,NaN
40,69,37,NaN,NaN
66,69,7,NaN,NaN
4,36,36,NaN,NaN
34,43,29,NaN,NaN
38,43,77,NaN,NaN
43,47,71,NaN,NaN
43,64,172,NaN,NaN
34,45,40,NaN,NaN
6,46,116,NaN,NaN
11,46,128,NaN,NaN
46,52,28,NaN,NaN
46,60,6,NaN,NaN
46,67,8,NaN,NaN
46,71,151,NaN,NaN
26,32,12,NaN,NaN
46,49,86,NaN,NaN
2,71,28,NaN,NaN
11,71,16,NaN,NaN
22,71,3,NaN,NaN
36,71,142,NaN,NaN
52,71,7,NaN,NaN
61,71,24,NaN,NaN
32,35,58,NaN,NaN
46,66,2,NaN,NaN
46,68,2,NaN,NaN
46,78,2,NaN,NaN
18,35,52,NaN,NaN
9,46,1,NaN,NaN
43,45,80,NaN,NaN
6,33,7,NaN,NaN
20,33,77,NaN,NaN
30,33,2,NaN,NaN
33,44,129,NaN,NaN
35,46,70,NaN,NaN
29,45,381,NaN,NaN
29,40,478,NaN,NaN
29,64,34,NaN,NaN
29,68,654,NaN,NaN
29,69,262,NaN,NaN
22,23,1,NaN,NaN
22,36,25,NaN,NaN
22,49,12,NaN,NaN
22,67,6,NaN,NaN
12,22,1,NaN,NaN
34,47,114,NaN,NaN
38,47,230,NaN,NaN
47,64,151,NaN,NaN
47,68,60,NaN,NaN
4,7,82,NaN,NaN
7,11,3,NaN,NaN
7,46,18,NaN,NaN
7,49,1,NaN,NaN
7,52,1,NaN,NaN
7,57,1,NaN,NaN
7,71,1,NaN,NaN
43,70,4,NaN,NaN
14,70,5,NaN,NaN
52,61,16,NaN,NaN
57,61,3,NaN,NaN
58,61,3,NaN,NaN
7,18,2,NaN,NaN
7,24,1,NaN,NaN
6,23,164,NaN,NaN
23,44,217,NaN,NaN
37,67,3,NaN,NaN
9,37,2,NaN,NaN
8,43,25,NaN,NaN
43,44,162,NaN,NaN
43,68,8,NaN,NaN
6,47,8,NaN,NaN
8,47,44,NaN,NaN
44,47,1,NaN,NaN
18,40,1,NaN,NaN
23,38,134,NaN,NaN
38,68,72,NaN,NaN
23,50,2,NaN,NaN
33,50,3,NaN,NaN
36,50,3,NaN,NaN
34,38,72,NaN,NaN
18,44,5,NaN,NaN
38,77,16,NaN,NaN
19,44,10,NaN,NaN
40,44,1,NaN,NaN
38,55,46,NaN,NaN
18,29,6,NaN,NaN
8,18,1,NaN,NaN
60,70,1,NaN,NaN
29,60,2,NaN,NaN
29,67,4,NaN,NaN
29,38,31,NaN,NaN
19,29,128,NaN,NaN
14,47,2,NaN,NaN
19,45,4,NaN,NaN
29,72,418,NaN,NaN
33,46,7,NaN,NaN
44,46,10,NaN,NaN
30,46,1,NaN,NaN
6,77,4,NaN,NaN
14,77,2,NaN,NaN
23,77,111,NaN,NaN
30,77,1,NaN,NaN
55,77,2,NaN,NaN
4,32,4,NaN,NaN
14,38,1,NaN,NaN
20,29,29,NaN,NaN
29,77,2,NaN,NaN
69,72,27,NaN,NaN
29,46,14,NaN,NaN
36,66,2,NaN,NaN
23,59,1,NaN,NaN
36,59,3,NaN,NaN
57,59,2,NaN,NaN
59,66,5,NaN,NaN
44,64,86,NaN,NaN
47,77,130,NaN,NaN
44,77,121,NaN,NaN
6,71,12,NaN,NaN
44,71,1,NaN,NaN
71,77,5,NaN,NaN
8,36,7,NaN,NaN
36,57,4,NaN,NaN
36,58,9,NaN,NaN
57,70,3,NaN,NaN
8,21,95,NaN,NaN
18,55,1,NaN,NaN
18,64,1,NaN,NaN
18,77,1,NaN,NaN
23,71,1,NaN,NaN
57,71,8,NaN,NaN
58,71,1,NaN,NaN
64,71,1,NaN,NaN
19,60,1,NaN,NaN
19,67,1,NaN,NaN
20,47,25,NaN,NaN
30,47,4,NaN,NaN
36,47,5,NaN,NaN
47,55,48,NaN,NaN
40,43,1,NaN,NaN
29,66,4,NaN,NaN
29,49,4,NaN,NaN
36,77,42,NaN,NaN
20,23,9,NaN,NaN
23,30,24,NaN,NaN
23,55,154,NaN,NaN
19,32,27,NaN,NaN
8,64,49,NaN,NaN
20,64,1,NaN,NaN
21,64,4,NaN,NaN
20,44,176,NaN,NaN
47,56,1,NaN,NaN
29,70,3,NaN,NaN
32,47,1,NaN,NaN
68,70,1,NaN,NaN
40,47,4,NaN,NaN
34,64,1,NaN,NaN
57,64,1,NaN,NaN
64,77,15,NaN,NaN
29,35,6,NaN,NaN
6,22,4,NaN,NaN
22,60,1,NaN,NaN
15,40,1,NaN,NaN
6,29,14,NaN,NaN
35,38,1,NaN,NaN
29,78,124,NaN,NaN
46,70,1,NaN,NaN
6,49,1,NaN,NaN
6,55,2,NaN,NaN
49,50,1,NaN,NaN
50,55,2,NaN,NaN
50,71,1,NaN,NaN
50,77,2,NaN,NaN
29,44,2,NaN,NaN
19,47,1,NaN,NaN
47,72,1,NaN,NaN
15,78,5,NaN,NaN
24,31,214,NaN,NaN
31,58,123,NaN,NaN
19,69,2,NaN,NaN
31,57,220,NaN,NaN
6,43,89,NaN,NaN
33,43,92,NaN,NaN
43,46,22,NaN,NaN
43,55,77,NaN,NaN
43,77,99,NaN,NaN
8,34,7,NaN,NaN
14,43,9,NaN,NaN
23,43,16,NaN,NaN
43,49,21,NaN,NaN
19,20,1,NaN,NaN
20,72,1,NaN,NaN
35,69,14,NaN,NaN
15,29,6,NaN,NaN
43,66,1,NaN,NaN
34,70,38,NaN,NaN
35,37,1,NaN,NaN
37,66,1,NaN,NaN
37,69,2,NaN,NaN
37,78,1,NaN,NaN
43,71,1,NaN,NaN
6,15,1,NaN,NaN
15,44,2,NaN,NaN
15,66,1,NaN,NaN
29,37,2,NaN,NaN
20,70,3,NaN,NaN
35,45,2,NaN,NaN
37,45,1,NaN,NaN
45,78,34,NaN,NaN
8,71,15,NaN,NaN
20,43,11,NaN,NaN
36,43,43,NaN,NaN
35,43,1,NaN,NaN
14,36,4,NaN,NaN
38,64,86,NaN,NaN
26,56,6,NaN,NaN
47,76,7,NaN,NaN
43,76,13,NaN,NaN
26,35,2,NaN,NaN
23,66,4,NaN,NaN
9,23,106,NaN,NaN
70,76,2,NaN,NaN
23,76,50,NaN,NaN
18,76,10,NaN,NaN
71,76,29,NaN,NaN
6,18,7,NaN,NaN
23,33,98,NaN,NaN
43,69,1,NaN,NaN
36,76,78,NaN,NaN
23,49,18,NaN,NaN
18,72,14,NaN,NaN
32,76,1,NaN,NaN
23,34,6,NaN,NaN
46,47,21,NaN,NaN
20,38,1,NaN,NaN
38,46,1,NaN,NaN
45,54,1,NaN,NaN
29,54,2,NaN,NaN
30,59,8,NaN,NaN
6,59,1,NaN,NaN
18,43,1,NaN,NaN
21,31,2,NaN,NaN
25,32,5,NaN,NaN
4,25,2,NaN,NaN
32,62,55,NaN,NaN
19,62,18,NaN,NaN
62,69,3,NaN,NaN
62,72,26,NaN,NaN
44,62,3,NaN,NaN
6,32,4,NaN,NaN
9,32,8,NaN,NaN
32,54,1,NaN,NaN
32,72,97,NaN,NaN
29,32,1,NaN,NaN
32,40,32,NaN,NaN
32,68,29,NaN,NaN
62,70,4,NaN,NaN
2,38,2,NaN,NaN
2,77,2,NaN,NaN
2,20,18,NaN,NaN
2,47,1,NaN,NaN
20,27,1,NaN,NaN
49,69,3,NaN,NaN
25,38,1,NaN,NaN
25,71,1,NaN,NaN
20,28,2,NaN,NaN
15,68,1,NaN,NaN
20,58,2,NaN,NaN
20,77,23,NaN,NaN
19,22,2,NaN,NaN
20,22,2,NaN,NaN
22,68,2,NaN,NaN
58,59,7,NaN,NaN
24,59,2,NaN,NaN
6,44,128,NaN,NaN
44,50,1,NaN,NaN
30,62,5,NaN,NaN
40,62,3,NaN,NaN
43,62,10,NaN,NaN
46,62,23,NaN,NaN
49,62,19,NaN,NaN
37,49,2,NaN,NaN
35,62,9,NaN,NaN
27,38,1,NaN,NaN
27,77,1,NaN,NaN
15,62,2,NaN,NaN
8,58,72,NaN,NaN
8,44,9,NaN,NaN
4,8,1,NaN,NaN
20,49,2,NaN,NaN
40,49,2,NaN,NaN
61,62,1,NaN,NaN
46,61,1,NaN,NaN
49,61,1,NaN,NaN
9,18,1,NaN,NaN
18,78,1,NaN,NaN
21,27,6,NaN,NaN
27,30,3,NaN,NaN
27,58,5,NaN,NaN
27,71,1,NaN,NaN
24,55,5,NaN,NaN
32,78,59,NaN,NaN
32,45,2,NaN,NaN
64,68,75,NaN,NaN
8,27,3,NaN,NaN
27,70,4,NaN,NaN
32,44,2,NaN,NaN
8,30,14,NaN,NaN
15,46,1,NaN,NaN
15,72,2,NaN,NaN
33,58,6,NaN,NaN
30,44,103,NaN,NaN
36,44,109,NaN,NaN
44,55,63,NaN,NaN
9,36,6,NaN,NaN
44,49,109,NaN,NaN
46,76,104,NaN,NaN
2,46,20,NaN,NaN
22,35,4,NaN,NaN
46,77,5,NaN,NaN
11,44,9,NaN,NaN
32,56,3,NaN,NaN
36,49,120,NaN,NaN
47,54,1,NaN,NaN
8,20,8,NaN,NaN
18,62,12,NaN,NaN
18,19,1,NaN,NaN
21,47,3,NaN,NaN
26,62,2,NaN,NaN
12,62,4,NaN,NaN
56,62,3,NaN,NaN
8,67,4,NaN,NaN
25,46,11,NaN,NaN
21,43,1,NaN,NaN
2,76,16,NaN,NaN
44,70,1,NaN,NaN
4,44,9,NaN,NaN
6,69,1,NaN,NaN
