source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,0001,11
3,3,NaN,0000,00
4,4,NaN,0000,00
5,5,NaN,0000,00
6,6,NaN,0000,00
7,7,NaN,0000,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,00
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,00
19,19,NaN,0000,00
20,20,NaN,0000,11
21,21,NaN,0000,10
22,22,NaN,1101,10
23,23,NaN,1100,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,00
27,27,NaN,0000,00
28,28,NaN,1100,11
29,29,NaN,0000,00
30,30,NaN,0100,00
31,31,NaN,0000,00
32,32,NaN,0000,00
33,33,NaN,0000,00
34,34,NaN,0000,00
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0000,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0000,00
45,45,NaN,0000,00
46,46,NaN,0000,00
47,47,NaN,0000,00
48,48,NaN,1100,11
49,49,NaN,0000,00
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,1100,00
53,53,NaN,0000,00
54,54,NaN,1100,00
55,55,NaN,0000,00
56,56,NaN,0000,01
57,57,NaN,0000,00
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0100,01
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,0000,11
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,1100,01
68,68,NaN,0000,00
69,69,NaN,0000,00
70,70,NaN,0100,00
71,71,NaN,0000,00
72,72,NaN,1110,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0110,00
77,77,NaN,0000,00
78,78,NaN,0000,00
79,79,NaN,0000,00
80,80,NaN,0000,00
24,31,129,NaN,NaN
31,57,154,NaN,NaN
8,21,366,NaN,NaN
8,70,661,NaN,NaN
8,58,34,NaN,NaN
40,62,2,NaN,NaN
46,62,19,NaN,NaN
49,62,11,NaN,NaN
35,62,5,NaN,NaN
38,43,66,NaN,NaN
43,47,83,NaN,NaN
43,77,6,NaN,NaN
8,44,64,NaN,NaN
8,71,3,NaN,NaN
24,57,101,NaN,NaN
24,58,35,NaN,NaN
4,24,93,NaN,NaN
24,33,38,NaN,NaN
15,18,4,NaN,NaN
38,64,183,NaN,NaN
43,64,253,NaN,NaN
47,64,260,NaN,NaN
43,44,115,NaN,NaN
38,47,71,NaN,NaN
47,77,19,NaN,NaN
24,55,5,NaN,NaN
35,69,7,NaN,NaN
40,69,16,NaN,NaN
35,45,1,NaN,NaN
45,78,29,NaN,NaN
8,64,130,NaN,NaN
11,18,34,NaN,NaN
18,36,62,NaN,NaN
64,77,14,NaN,NaN
44,64,200,NaN,NaN
24,44,118,NaN,NaN
9,32,7,NaN,NaN
32,78,74,NaN,NaN
15,32,28,NaN,NaN
32,45,2,NaN,NaN
32,62,314,NaN,NaN
32,72,113,NaN,NaN
32,49,319,NaN,NaN
64,68,165,NaN,NaN
6,36,133,NaN,NaN
11,36,112,NaN,NaN
22,36,14,NaN,NaN
23,36,168,NaN,NaN
36,71,144,NaN,NaN
36,76,94,NaN,NaN
69,72,12,NaN,NaN
8,27,28,NaN,NaN
21,27,20,NaN,NaN
27,58,9,NaN,NaN
27,70,26,NaN,NaN
47,68,41,NaN,NaN
20,24,128,NaN,NaN
32,44,20,NaN,NaN
8,30,31,NaN,NaN
8,43,13,NaN,NaN
38,45,83,NaN,NaN
32,46,337,NaN,NaN
18,22,34,NaN,NaN
15,46,1,NaN,NaN
15,49,2,NaN,NaN
15,62,1,NaN,NaN
15,72,2,NaN,NaN
15,78,2,NaN,NaN
6,33,43,NaN,NaN
30,33,6,NaN,NaN
33,58,13,NaN,NaN
32,35,192,NaN,NaN
32,36,52,NaN,NaN
6,44,370,NaN,NaN
23,44,568,NaN,NaN
30,44,311,NaN,NaN
33,44,382,NaN,NaN
36,44,165,NaN,NaN
44,77,120,NaN,NaN
20,47,6,NaN,NaN
20,44,492,NaN,NaN
24,30,37,NaN,NaN
44,55,77,NaN,NaN
45,68,44,NaN,NaN
4,36,8,NaN,NaN
9,36,6,NaN,NaN
36,77,46,NaN,NaN
43,45,24,NaN,NaN
45,64,5,NaN,NaN
44,49,110,NaN,NaN
18,35,27,NaN,NaN
18,49,28,NaN,NaN
18,71,33,NaN,NaN
11,46,278,NaN,NaN
18,46,239,NaN,NaN
22,46,45,NaN,NaN
35,46,119,NaN,NaN
36,46,176,NaN,NaN
46,49,93,NaN,NaN
46,71,304,NaN,NaN
46,76,178,NaN,NaN
4,46,169,NaN,NaN
6,46,246,NaN,NaN
23,46,46,NaN,NaN
2,46,187,NaN,NaN
47,55,6,NaN,NaN
6,22,3,NaN,NaN
22,35,4,NaN,NaN
22,49,36,NaN,NaN
46,77,7,NaN,NaN
11,44,32,NaN,NaN
8,47,23,NaN,NaN
44,46,5,NaN,NaN
32,56,3,NaN,NaN
36,49,124,NaN,NaN
22,71,2,NaN,NaN
2,71,219,NaN,NaN
4,71,26,NaN,NaN
11,71,46,NaN,NaN
71,76,79,NaN,NaN
21,64,14,NaN,NaN
47,54,1,NaN,NaN
43,68,56,NaN,NaN
8,20,8,NaN,NaN
18,62,32,NaN,NaN
24,77,16,NaN,NaN
6,43,3,NaN,NaN
18,19,2,NaN,NaN
21,47,5,NaN,NaN
6,23,271,NaN,NaN
23,55,20,NaN,NaN
23,77,6,NaN,NaN
19,26,2,NaN,NaN
26,62,2,NaN,NaN
9,23,102,NaN,NaN
23,33,174,NaN,NaN
6,18,7,NaN,NaN
4,7,27,NaN,NaN
7,11,3,NaN,NaN
15,48,5,NaN,NaN
12,62,4,NaN,NaN
19,62,2,NaN,NaN
56,62,3,NaN,NaN
38,55,10,NaN,NaN
38,68,10,NaN,NaN
38,77,6,NaN,NaN
23,38,308,NaN,NaN
8,67,4,NaN,NaN
25,46,12,NaN,NaN
21,43,20,NaN,NaN
6,71,13,NaN,NaN
18,25,3,NaN,NaN
2,76,99,NaN,NaN
44,70,4,NaN,NaN
7,46,4,NaN,NaN
4,11,50,NaN,NaN
4,44,9,NaN,NaN
26,35,1,NaN,NaN
20,30,258,NaN,NaN
6,69,1,NaN,NaN
20,69,1,NaN,NaN
21,69,1,NaN,NaN
69,70,1,NaN,NaN
69,77,1,NaN,NaN
20,33,154,NaN,NaN
6,20,179,NaN,NaN
20,77,22,NaN,NaN
25,36,30,NaN,NaN
20,46,20,NaN,NaN
45,70,1,NaN,NaN
7,36,8,NaN,NaN
19,32,137,NaN,NaN
7,18,1,NaN,NaN
20,35,11,NaN,NaN
27,30,4,NaN,NaN
2,36,52,NaN,NaN
7,20,1,NaN,NaN
32,69,31,NaN,NaN
20,23,197,NaN,NaN
24,36,14,NaN,NaN
43,46,6,NaN,NaN
46,55,4,NaN,NaN
32,68,42,NaN,NaN
20,71,1,NaN,NaN
31,71,1,NaN,NaN
6,32,52,NaN,NaN
32,77,39,NaN,NaN
32,40,32,NaN,NaN
40,72,35,NaN,NaN
62,72,16,NaN,NaN
2,32,8,NaN,NaN
20,55,4,NaN,NaN
12,32,1,NaN,NaN
67,72,2,NaN,NaN
2,20,28,NaN,NaN
11,20,1,NaN,NaN
9,72,4,NaN,NaN
18,72,14,NaN,NaN
68,72,12,NaN,NaN
67,69,1,NaN,NaN
20,25,3,NaN,NaN
46,72,12,NaN,NaN
20,36,114,NaN,NaN
48,72,2,NaN,NaN
32,48,3,NaN,NaN
31,58,4,NaN,NaN
22,32,9,NaN,NaN
20,58,13,NaN,NaN
20,70,1,NaN,NaN
18,24,1,NaN,NaN
24,40,1,NaN,NaN
32,70,7,NaN,NaN
44,58,26,NaN,NaN
2,24,1,NaN,NaN
2,57,90,NaN,NaN
9,69,1,NaN,NaN
52,71,29,NaN,NaN
57,71,13,NaN,NaN
32,64,59,NaN,NaN
58,64,8,NaN,NaN
31,61,58,NaN,NaN
1,20,5,NaN,NaN
1,24,12,NaN,NaN
1,30,11,NaN,NaN
1,44,2,NaN,NaN
1,61,370,NaN,NaN
32,43,19,NaN,NaN
43,62,3,NaN,NaN
62,77,13,NaN,NaN
4,64,6,NaN,NaN
20,61,8,NaN,NaN
11,76,25,NaN,NaN
20,37,4,NaN,NaN
21,61,3,NaN,NaN
30,61,3,NaN,NaN
37,61,3,NaN,NaN
44,61,7,NaN,NaN
61,70,3,NaN,NaN
24,61,259,NaN,NaN
24,27,7,NaN,NaN
27,37,1,NaN,NaN
27,44,3,NaN,NaN
27,61,1,NaN,NaN
18,67,2,NaN,NaN
15,19,3,NaN,NaN
57,61,256,NaN,NaN
6,58,1,NaN,NaN
8,24,8,NaN,NaN
8,33,2,NaN,NaN
4,52,20,NaN,NaN
8,59,297,NaN,NaN
44,59,2,NaN,NaN
57,59,1,NaN,NaN
20,59,25,NaN,NaN
30,59,13,NaN,NaN
55,59,2,NaN,NaN
6,47,10,NaN,NaN
31,52,2,NaN,NaN
27,57,7,NaN,NaN
27,59,6,NaN,NaN
1,2,70,NaN,NaN
2,61,300,NaN,NaN
52,61,265,NaN,NaN
61,71,391,NaN,NaN
8,36,220,NaN,NaN
30,36,18,NaN,NaN
36,47,15,NaN,NaN
36,55,2,NaN,NaN
36,57,2,NaN,NaN
36,59,6,NaN,NaN
1,31,31,NaN,NaN
11,61,147,NaN,NaN
8,57,18,NaN,NaN
15,44,1,NaN,NaN
15,59,1,NaN,NaN
1,71,8,NaN,NaN
1,52,2,NaN,NaN
36,58,1,NaN,NaN
18,60,15,NaN,NaN
57,58,26,NaN,NaN
32,59,10,NaN,NaN
4,49,20,NaN,NaN
20,27,4,NaN,NaN
27,33,6,NaN,NaN
19,46,1,NaN,NaN
46,59,5,NaN,NaN
46,68,1,NaN,NaN
46,78,1,NaN,NaN
59,68,7,NaN,NaN
59,72,3,NaN,NaN
59,78,4,NaN,NaN
19,59,3,NaN,NaN
32,38,81,NaN,NaN
32,47,81,NaN,NaN
59,61,3,NaN,NaN
2,59,1,NaN,NaN
20,21,5,NaN,NaN
21,58,4,NaN,NaN
2,30,7,NaN,NaN
8,32,6,NaN,NaN
36,38,2,NaN,NaN
36,70,4,NaN,NaN
27,36,2,NaN,NaN
30,47,3,NaN,NaN
47,59,14,NaN,NaN
32,55,42,NaN,NaN
30,58,12,NaN,NaN
4,61,1,NaN,NaN
24,64,1,NaN,NaN
32,37,6,NaN,NaN
58,61,220,NaN,NaN
8,77,502,NaN,NaN
61,76,8,NaN,NaN
21,44,50,NaN,NaN
45,47,6,NaN,NaN
30,32,24,NaN,NaN
19,37,8,NaN,NaN
37,72,1,NaN,NaN
21,32,3,NaN,NaN
23,32,85,NaN,NaN
62,78,2,NaN,NaN
4,18,1,NaN,NaN
34,47,1,NaN,NaN
7,52,1,NaN,NaN
7,71,1,NaN,NaN
27,32,2,NaN,NaN
23,76,24,NaN,NaN
18,32,228,NaN,NaN
32,60,207,NaN,NaN
4,62,4,NaN,NaN
11,62,4,NaN,NaN
60,62,4,NaN,NaN
37,60,7,NaN,NaN
4,32,5,NaN,NaN
43,70,5,NaN,NaN
37,62,1,NaN,NaN
36,43,1,NaN,NaN
2,21,1,NaN,NaN
46,52,46,NaN,NaN
4,33,28,NaN,NaN
4,21,4,NaN,NaN
4,57,14,NaN,NaN
36,61,7,NaN,NaN
46,61,1,NaN,NaN
64,70,1,NaN,NaN
8,61,9,NaN,NaN
32,71,172,NaN,NaN
1,57,10,NaN,NaN
36,52,4,NaN,NaN
59,70,6,NaN,NaN
21,59,4,NaN,NaN
59,77,5,NaN,NaN
23,30,180,NaN,NaN
11,32,24,NaN,NaN
46,60,48,NaN,NaN
32,67,39,NaN,NaN
25,32,5,NaN,NaN
52,58,7,NaN,NaN
4,25,2,NaN,NaN
25,71,1,NaN,NaN
20,32,15,NaN,NaN
32,33,30,NaN,NaN
6,30,2,NaN,NaN
6,55,2,NaN,NaN
20,50,3,NaN,NaN
23,50,3,NaN,NaN
30,50,2,NaN,NaN
32,50,1,NaN,NaN
33,50,3,NaN,NaN
50,55,1,NaN,NaN
32,52,14,NaN,NaN
6,27,3,NaN,NaN
27,52,2,NaN,NaN
32,57,19,NaN,NaN
33,52,6,NaN,NaN
33,57,24,NaN,NaN
32,51,3,NaN,NaN
23,66,56,NaN,NaN
32,58,4,NaN,NaN
24,32,6,NaN,NaN
28,32,1,NaN,NaN
28,72,1,NaN,NaN
28,78,1,NaN,NaN
55,78,2,NaN,NaN
23,27,1,NaN,NaN
33,64,10,NaN,NaN
7,40,2,NaN,NaN
29,35,2,NaN,NaN
29,66,4,NaN,NaN
29,72,4,NaN,NaN
71,77,8,NaN,NaN
58,70,1,NaN,NaN
11,33,1,NaN,NaN
38,51,1,NaN,NaN
29,78,2,NaN,NaN
47,72,1,NaN,NaN
18,50,1,NaN,NaN
66,69,2,NaN,NaN
6,64,3,NaN,NaN
29,76,6,NaN,NaN
35,76,15,NaN,NaN
66,76,9,NaN,NaN
72,76,18,NaN,NaN
76,78,15,NaN,NaN
20,76,2,NaN,NaN
69,76,4,NaN,NaN
4,30,18,NaN,NaN
4,40,26,NaN,NaN
44,51,2,NaN,NaN
8,51,18,NaN,NaN
29,32,5,NaN,NaN
32,66,3,NaN,NaN
62,76,4,NaN,NaN
4,9,4,NaN,NaN
20,62,2,NaN,NaN
20,72,5,NaN,NaN
9,76,1,NaN,NaN
44,47,3,NaN,NaN
21,33,7,NaN,NaN
23,47,2,NaN,NaN
23,35,24,NaN,NaN
47,57,1,NaN,NaN
11,27,1,NaN,NaN
27,77,9,NaN,NaN
23,64,31,NaN,NaN
52,76,2,NaN,NaN
35,43,1,NaN,NaN
43,78,2,NaN,NaN
18,76,7,NaN,NaN
23,78,2,NaN,NaN
44,66,55,NaN,NaN
23,43,4,NaN,NaN
8,31,1,NaN,NaN
21,31,1,NaN,NaN
31,51,1,NaN,NaN
31,70,1,NaN,NaN
21,23,2,NaN,NaN
23,25,2,NaN,NaN
43,72,3,NaN,NaN
23,61,2,NaN,NaN
38,44,2,NaN,NaN
